MinEStateIndex,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BCUT2D_LOGPHI,BCUT2D_MRLOW,HallKierAlpha,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,SMR_VSA8,SlogP_VSA9,EState_VSA10,EState_VSA6,EState_VSA8,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_COO,fr_COO2,fr_N_O,fr_Ndealkylation1,fr_aldehyde,fr_amide,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_hdrzone,fr_imidazole,fr_nitrile,fr_nitro_arom,fr_para_hydroxylation,fr_pyridine,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_urea,MQN4,MQN6,MQN15,MQN17,MQN18,MQN22,MQN26,MQN29,MQN34,MQN35,MQN36,MQN38,MQN40,MQN41,activity
0.4633862705067824,0.0,0.30377596685829045,0.10583619298663804,0.6046553590761456,0.6975245804955685,3.2488594032088217e-16,0.08331203337283744,0.7749615975422428,0.0,0.0,0.0,0.40251551459134327,0.0,0.0,0.0,0.0,0.17400758461250734,0.1818181818181818,0.1111111111111111,0.1142857142857143,0.5555555555555556,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.09090909090909091,0.0,0.25,0.5,0.0,0.0,0.0,0
0.49355873934429495,0.0,0.520550271341236,0.0009601379340227201,0.4591641104294479,0.6152571762120589,0.35817496193612475,0.4010094548554164,0.6989247311827959,0.6184907602638015,0.118789387495598,0.4999999999999999,0.19360793728974834,0.0,0.0,0.0653092983627838,0.0,0.6242803403875289,0.36363636363636365,0.38888888888888884,0.22857142857142856,0.4444444444444444,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0
0.46776776670125464,0.0,0.37503359961002203,0.5256296910339131,0.7131288343558284,0.8173327839582476,2.1305456355106902e-16,0.08444907241831912,0.8433179723502304,0.05014481917874417,0.07004216540897323,0.0,0.0,0.0,0.0,0.041550637395895706,0.0,0.0,0.0,0.16666666666666666,0.05714285714285714,0.4444444444444444,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2857142857142857,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.058823529411764705,0.030303030303030304,0.0,0.25,0.375,0.0,0.0,0.16666666666666666,0
0.49616436154122406,0.0,0.42802687513150517,0.0009628887744899117,0.7566462167689161,0.8552193176557961,0.17568049418954626,0.23348126341186326,0.7749615975422428,0.12736662849603536,0.10398199040771552,0.0,0.0,0.0,0.0,0.08310127479179141,0.0,0.17836581153929396,0.13636363636363638,0.16666666666666666,0.14285714285714285,0.4444444444444444,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2857142857142857,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.11764705882352941,0.0,0.0,0.5,0.25,0.0,0.0,0.16666666666666666,0
0.433713000127231,0.0,0.3043273760621442,0.11590764649300822,0.6526524720317575,0.7109559934398153,1.7928065403706595e-16,0.07355805981174268,0.7749615975422428,0.0,0.0,0.0,0.40251551459134327,0.0,0.0,0.0,0.0,0.17400758461250734,0.1818181818181818,0.1111111111111111,0.1142857142857143,0.5555555555555556,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.09090909090909091,0.0,0.25,0.5,0.0,0.0,0.0,1
0.23759160536927137,0.0,0.42835900662245796,0.012494081418271463,0.7838445807770962,0.7503548047429383,0.02918907238153493,0.1511999738202694,0.8356374807987712,0.3204091003460057,0.033939824998742284,0.0,0.5411763454910189,0.0,0.0,0.11450133456226408,0.0,0.2653696038455477,0.22727272727272727,0.16666666666666666,0.22857142857142856,0.4444444444444444,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2857142857142857,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.1764705882352941,0.06060606060606061,0.0,0.25,0.375,0.0,0.0,0.16666666666666666,0
0.469441107530987,0.0,0.303775966988478,0.10583619298690095,0.6330172894590076,0.7199102687359795,1.7502667981952809e-16,0.08331332120186974,0.7642089093701998,0.0,0.0,0.0,0.5915711364940913,0.0,0.0,0.0,0.0,0.3540221900906748,0.2727272727272727,0.1111111111111111,0.17142857142857143,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.06060606060606061,0.0,0.25,0.5,0.0,0.0,0.0,0
0.4811537053270777,0.0,0.3068090685990753,0.10595687130512421,0.847307430129516,0.8890465798857505,1.6608991468817893e-16,0.08331358980693904,0.8294930875576036,0.10331738991188578,0.0,0.0,0.39031337919841963,0.0,0.0,0.0,0.0,0.2630137172073144,0.22727272727272727,0.1111111111111111,0.14285714285714285,0.4444444444444444,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.06060606060606061,0.0,0.25,0.375,0.0,0.0,0.0,0
0.4394989709544148,0.0,0.3037554007167115,0.10488117079671544,0.5373045715416584,0.5480459525676638,8.501910758627319e-17,0.06088103630762176,0.827188940092166,0.0,0.0,0.0,0.40251551459134327,0.0,0.0,0.0,0.0,0.17400758461250734,0.1818181818181818,0.16666666666666666,0.1142857142857143,0.4444444444444444,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.5,0.0,0.0,0.0,0
0.8267469062842785,0.0,0.42835900662245796,0.012494081418289671,0.5160453043888626,0.6262347733299527,0.3976358836973006,0.5519676425330793,0.7826420890937021,0.3204091003460057,0.10398199040771552,0.0,0.20125775729567166,0.0,0.0,0.041550637395895706,0.0,0.2653696038455477,0.13636363636363638,0.16666666666666666,0.1142857142857143,0.4444444444444444,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.42857142857142855,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.4583333333333333,0.0,0.0,0.058823529411764705,0.0,0.0,0.25,0.375,0.0,0.0,0.16666666666666666,1
