MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,FpDensityMorgan3,AvgIpc,BalabanJ,Chi3v,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA9,SlogP_VSA12,SlogP_VSA4,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,EState_VSA2,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState10,VSA_EState3,VSA_EState8,VSA_EState9,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,RingCount,MolLogP,fr_Al_OH,fr_ArN,fr_Ar_N,fr_NH0,fr_Ndealkylation1,fr_Nhpyrrole,fr_aniline,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_methoxy,fr_phenol_noOrthoHbond,fr_piperdine,fr_thiazole,MQN2,MQN6,MQN11,MQN27,MQN28,MQN30,MQN35,MQN36,MQN42,activity
0.15916654622855564,0.3240210876465927,0.4633862705067824,0.6975245804955685,0.8516111143380156,0.09202790465609748,0.1937120043441854,2.1079828198913416e-96,0.0,0.0,0.0,0.40251551459134327,0.0,0.0,0.3592610496961657,0.28419730380409014,0.4292189573755231,0.0,0.0,0.5854568449849834,0.0,0.21001444978325343,0.42725850653311487,0.08695652173913047,0.4275836096268084,0.0,0.0,0.0,0.0,0.0,0.17400758461250734,0.19315528456650383,0.40137321558394273,0.7325789976791487,1.0,0.0,0.25,0.6666666666666666,0.5714285714285714,0.5555555555555556,0.6445400786402068,0.0,0.0,0.4,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.045454545454545456,0.75,0.25,0.5,0.0,0
0.5770794798531012,0.5128153050784575,0.49355873934429495,0.6152571762120589,0.7425904474006102,0.1319181619678508,0.18394522167801525,9.447223088977376e-99,0.6184907602638015,0.118789387495598,0.4999999999999999,0.19360793728974834,0.0,0.0,0.04490763121202071,0.12314663920439753,0.1622512542866111,0.04439829438088021,0.3708932160904767,0.6813664982448789,0.0,0.0,0.23333333333333317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6242803403875289,0.19315528456650383,0.8508109208123984,1.0,1.0,0.0,0.25,0.0,0.42857142857142855,0.4444444444444444,0.4401374655562103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.045454545454545456,0.25,0.0,0.5,0.125,0
0.5628715228486969,0.04081860090835739,0.46776776670125464,0.8173327839582476,0.8039203196878366,0.10507030592772118,0.11779497727018515,1.7608300802627874e-99,0.05014481917874417,0.07004216540897323,0.0,0.0,0.0,0.0,0.31435341848414494,0.2794415061885966,0.11182315715782663,0.125029620588859,0.0,0.16482918771939012,0.0,0.21001444978325343,0.29999999999999977,0.1304347826086957,0.27999785955106454,0.07534752866074858,0.0,0.0,0.0,0.0,0.0,0.19315528456650383,0.3858798851663675,0.8327581653901885,1.0,0.0,0.25,0.3333333333333333,0.42857142857142855,0.4444444444444444,0.5203798879222279,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.25,0.375,0.125,0
0.5831131366016857,0.28298599752125886,0.49616436154122406,0.8552193176557961,0.8300216209931375,0.10669142516756394,0.13833426904408588,7.469769591885391e-100,0.12736662849603536,0.10398199040771552,0.0,0.0,0.0,0.0,0.13472289363606213,0.12651455600686914,0.160644835256361,0.21176055475999583,0.10596949031156477,0.17034162456121973,0.0,0.0,0.291034121438,0.04347826086956524,0.13941847173690616,0.0,0.0,0.0,0.0,0.0,0.17836581153929396,0.19315528456650383,0.5258048307289356,0.945894142063465,1.0,0.0,0.25,0.3333333333333333,0.42857142857142855,0.4444444444444444,0.48345924022415676,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.13636363636363635,0.25,0.5,0.25,0.125,0
0.17684403400968318,0.2958711558920346,0.433713000127231,0.7109559934398153,0.8523024433101754,0.10111952249398728,0.20291752163148324,2.229454072609222e-96,0.0,0.0,0.0,0.40251551459134327,0.0,0.0,0.3592610496961657,0.28356584508103083,0.3573423730099537,0.0,0.0,0.5854568449849834,0.0,0.21001444978325343,0.42725850653311487,0.1304347826086957,0.4275836096268084,0.0,0.0,0.0,0.0,0.0,0.17400758461250734,0.19315528456650383,0.4099200152436485,0.7813808299762104,1.0,0.0,0.25,0.6666666666666666,0.5714285714285714,0.5555555555555556,0.6544320257593126,0.0,0.0,0.4,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.045454545454545456,0.75,0.25,0.5,0.0,1
0.5896106151171037,0.08769373512781257,0.23759160536927137,0.7503548047429383,0.8615236949992646,0.09795628022324951,0.32088587030724436,6.69164067773166e-99,0.3204091003460057,0.033939824998742284,0.0,0.5411763454910189,0.07117048657018378,0.0,0.2154188764583511,0.16142555470040282,0.21152752554411042,0.3169636290758427,0.10596949031156477,0.17034162456121973,0.1254576025984492,0.4541621735719114,0.22700620238552843,0.04347826086956524,0.1298526670460129,0.17162914156958367,0.0,0.0,0.0,0.0,0.2653696038455477,0.20479330246351213,0.5231441640186241,0.8301756444749452,0.8303040013602091,0.0,0.25,0.3333333333333333,0.42857142857142855,0.4444444444444444,0.48098393139106593,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.09090909090909091,0.5,0.25,0.375,0.125,0
0.15815979332437802,0.22208872783906156,0.469441107530987,0.7199102687359795,0.8656775435354882,0.08969956193821513,0.18241793743108065,4.861171779560576e-97,0.0,0.0,0.0,0.5915711364940913,0.0,0.3871070466713861,0.3081919891771644,0.2510952268786957,0.49199295457634734,0.0,0.0,0.5048781680592584,0.0,0.21001444978325343,0.36882600896755646,0.1304347826086957,0.3584476617077015,0.0,0.20648722598958028,0.0,0.0,0.0,0.3540221900906748,0.19315528456650383,0.5098866035476592,0.7874820621704164,1.0,0.0,0.25,0.6666666666666666,0.5714285714285714,0.5555555555555556,0.4943806309792884,0.0,0.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.045454545454545456,1.0,0.25,0.5,0.0,0
0.14524894173468683,0.15621989196851443,0.4811537053270777,0.8890465798857505,0.8034791736020708,0.11232468965307521,0.11724028403650247,6.1247829329384624e-99,0.10331738991188578,0.0,0.0,0.39031337919841963,0.1666787085723967,0.0,0.17963052484808284,0.22030856707759627,0.2396519430877209,0.0,0.0,0.34004898033986825,0.0,0.21001444978325343,0.26882600896755654,0.1304347826086957,0.21702535778701793,0.0,0.20648722598958028,0.0,0.0,0.0,0.2630137172073144,0.19315528456650383,0.46375458599214986,0.7921831423761877,1.0,0.0,0.25,0.6666666666666666,0.42857142857142855,0.4444444444444444,0.41217994365150734,0.0,0.0,0.8,0.6666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.045454545454545456,0.75,0.25,0.375,0.0,0
0.15297764822797066,0.2981580246827479,0.4394989709544148,0.5480459525676638,0.7627876961331439,0.12928959364465484,0.15537517586606348,5.203226521588295e-97,0.0,0.0,0.0,0.40251551459134327,0.0,0.0,0.3592610496961657,0.250338804788733,0.30368749729554945,0.0,0.0,0.42062765726559326,0.0,0.21001444978325343,0.30071978076696315,0.2173913043478262,0.28616130570612497,0.0,0.0,0.0,0.0,0.0,0.17400758461250734,0.19315528456650383,0.41007244637319407,0.7361092671445897,1.0,0.0,0.25,0.3333333333333333,0.42857142857142855,0.4444444444444444,0.5151320474318102,0.0,0.0,0.4,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.5,0.0,0.5,0.0,0
0.5279985529477103,0.053268566258470096,0.8267469062842785,0.6262347733299527,0.8439086334671448,0.08703493252231062,0.19263854791006962,1.4683336213930373e-100,0.3204091003460057,0.10398199040771552,0.0,0.20125775729567166,0.0,0.0,0.3986091154106524,0.11826587822200059,0.22927798351160295,0.2424127375018328,0.10596949031156477,0.33517081228060985,0.1254576025984492,0.0,0.36666666666666636,0.04347826086956524,0.27127497096669645,0.23505679348468184,0.4999999999999999,0.0,0.0,0.0,0.2653696038455477,0.228805883323569,0.5412533290102117,1.0,1.0,0.0,0.0,0.3333333333333333,0.5714285714285714,0.4444444444444444,0.6026192761385812,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.09090909090909091,0.5,0.25,0.375,0.125,1
