activity,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,8.774986723495298,-4.358287541590055,8.774986723495298,0.5563725249188773,0.5976341709890458,390.4869999999997,364.27900000000017,390.2055760720007,150,0,0.29309207500018614,-0.5079662294394203,0.5079662294394203,0.29309207500018614,1.2413793103448276,1.9655172413793103,2.689655172413793,10.27176981582455,-0.18292827405032594,-3.614815367885853e-17,-2.775411226083721,1.8761682582080788e-16,-2.851688301292385,1.3667308954537574,-1.108650596186811,2.1643644059939664,1987.7983267739953,42.72073197015946,40.10535096292756,14.105350962927558,24.6763870165511,20.427509096909386,7.677620019945648,5.068238242497232,5.068238242497232,3.2368474470990938,3.2368474470990938,2.013962208860409,2.013962208860409,-2.959999999999999,111132472807.75964,5.389553390346133,9.026411191206396,4.724895886652607,207.12125616229406,20.87520147392191,15.678966063116968,0.0,5.879988336435371,1.4311996572326342,0.0,0.0,9.967957041894417,0.0,0.0,24.16967483065318,61.3666531790039,32.70210678558235,33.50415256645193,44.23788561563672,0.0,1.4311996572326342,15.277770395182792,11.613674661089352,19.242709486974704,19.55270461154818,60.07569636381811,0.0,34.14425914281019,15.766393282814697,0.0,11.629500169719275,0.0,36.060669501782435,6.496859684315945,5.893957685363079,48.46598953010063,54.51224487212112,4.235526234984602,22.514758973090913,0.0,93.29,149.93885761952896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07676523300163,40.56027708176213,218.59234924146716,0.0,7.57611926020408,3.424057600913032,-5.810481577397512,-6.825337367034403,-9.21427883289463,-9.801188327079712,-15.524573331511371,0.0,0.30434782608695654,29,4,6,0,1,1,2,1,3,6,3,6,8,0,1,1,4,3.3533000000000017,113.5489,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.89232786154075,-4.358590571893087,8.89232786154075,0.24527781221632505,0.4461650059647619,414.5129999999997,388.3050000000002,414.2168094520008,158,0,0.23242414087524726,-0.4762629030831881,0.4762629030831881,0.23242414087524726,1.1935483870967742,2.032258064516129,2.870967741935484,10.810338453604338,-0.1829282873870314,-3.4765170259469463e-17,-2.775411008777556,1.5568086742855798e-16,-2.8516882910011536,1.714707575563375,-1.108650622096948,1.9133337055662547,2286.58308568353,43.87543250853871,41.09152986346361,15.091529863463611,25.62154546168471,21.156777447713463,8.367923065713633,5.634934490515235,5.634934490515235,3.731998969983084,3.731998969983084,2.3894888200211524,2.3894888200211524,-3.289999999999999,398556081996.3702,5.935839550947576,8.832196069493499,4.282607625891184,217.4088817179051,20.74339655304395,11.300212786003282,1.4118420783282006,5.879988336435371,0.0,0.0,0.0,14.951935562841626,0.0,0.0,30.212093538316473,49.28181576367731,32.70210678558235,49.47016715948049,40.5409195028577,11.033401435232523,0.0,25.23875218635925,11.613674661089352,19.242709486974704,19.55270461154818,60.336649370121044,0.0,28.394747309526284,15.766393282814697,0.0,5.879988336435371,0.0,39.48164344461905,6.496859684315945,5.893957685363079,48.46598953010063,54.77319787842405,5.6473683133128025,33.54816040832343,0.0,101.74000000000001,155.4837002277805,0.0,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,14.951935562841626,40.5409195028577,221.19832766328375,0.0,11.62763815099363,-0.758637784621286,-6.8111586029644915,-5.858912435742188,-7.662061294138368,-10.625263989539212,-15.52659837393851,0.0,0.2916666666666667,31,4,7,0,1,1,2,2,4,6,3,7,7,0,1,1,5,3.524000000000002,121.53580000000001,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.836911654624775,-4.356101348854621,8.836911654624775,0.24527781221632505,0.4461650059647619,414.5129999999997,388.3050000000002,414.2168094520008,158,0,0.2324254102205991,-0.4762628963397459,0.4762628963397459,0.2324254102205991,1.2258064516129032,2.096774193548387,2.935483870967742,10.840503221007884,-0.18292827167483558,1.4316686066764724e-16,-2.7754098939550085,2.1166563572218874e-16,-2.8516881971893073,1.7227446397149646,-1.1086506289815803,1.9263798572485449,2286.58308568353,43.87543250853871,41.09152986346361,15.091529863463611,25.62154546168471,21.156777447713463,8.367923065713633,5.634934490515235,5.634934490515235,3.7879006694205786,3.7879006694205786,2.4703905194586477,2.4703905194586477,-3.289999999999999,398005660523.3754,5.935839550947576,8.832196069493499,4.1471121229130015,217.4088817179051,20.74339655304395,11.300212786003282,1.4118420783282006,5.879988336435371,0.0,0.0,0.0,14.951935562841626,0.0,0.0,36.25451224597977,43.23939705601401,32.70210678558235,49.47016715948049,40.5409195028577,11.033401435232523,0.0,25.238752186359253,11.613674661089352,19.242709486974704,19.55270461154818,60.336649370121044,0.0,28.394747309526284,15.766393282814697,0.0,5.879988336435371,0.0,39.48164344461905,6.496859684315945,5.893957685363079,48.46598953010063,54.77319787842406,5.6473683133128025,33.54816040832343,0.0,101.74,155.4837002277805,0.0,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,14.951935562841626,40.5409195028577,220.90719554795533,0.0,11.83383708972651,-0.756654060165034,-6.751368961284536,-5.843048727107015,-7.606461713905487,-10.681460372650939,-15.51870546923547,0.0,0.2916666666666667,31,4,7,0,1,1,2,2,4,6,3,7,7,0,1,1,5,3.524000000000002,121.53580000000001,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.904920454133343,-4.368979690350388,8.904920454133343,0.183404847992916,0.4422925349129216,413.5249999999997,386.3090000000002,413.2215604840008,158,0,0.23247822304925297,-0.4762622886456223,0.4762622886456223,0.23247822304925297,1.2258064516129032,2.064516129032258,2.903225806451613,10.387293259732205,-0.18292843289144833,-8.549984563612567e-17,-2.7754079178219335,1.147184860458428e-16,-2.851688467026812,1.6988284603247203,-1.108650679055476,1.9263804216545566,2285.5370820002163,44.74567599654179,42.14431626796365,15.144316267963653,26.04906581661328,21.709563852213506,8.420709470213675,5.673131091640246,5.673131091640246,3.756998969983085,3.756998969983085,2.4358413691773952,2.4358413691773952,-3.219999999999999,592950394144.6263,5.766260033173102,8.875814563422667,4.308413408578839,219.59420423712643,20.74339655304395,9.929454229833063,1.4118420783282006,5.879988336435371,0.0,0.0,0.0,9.967957041894417,0.0,0.0,42.29693095364306,49.28181576367731,38.041580225966435,40.56883911747063,41.91167805902792,10.902924932081056,0.0,20.254773665412046,11.613674661089352,19.242709486974704,19.55270461154818,66.11811507148141,0.0,28.52522381267775,15.766393282814697,0.0,5.879988336435371,0.0,34.49766492367184,6.496859684315945,5.893957685363079,49.83674808627085,60.55466357978442,5.6473683133128025,33.54816040832344,0.0,88.85,161.2651659291409,0.0,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,9.967957041894417,41.91167805902792,229.76050097822275,0.0,7.896380133014331,-1.412857786792902,-6.410677703211718,-5.880207218934519,-9.319526349236728,-9.819305036731969,-15.564307016329346,0.0,0.28,31,4,6,0,1,1,2,2,4,5,3,6,7,0,1,1,5,4.129000000000002,123.74080000000001,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.850244987958108,-4.3771404435048265,8.850244987958108,0.20592596036447341,0.4422925349129216,413.5249999999997,386.3090000000002,413.2215604840008,158,0,0.23242449054688197,-0.4762629012276264,0.4762629012276264,0.23242449054688197,1.2258064516129032,2.096774193548387,2.935483870967742,10.507932448565018,-0.18292841749823516,4.273532080572768e-17,-2.775410655803123,2.3883170705412617e-16,-2.8516881921631705,1.715458512850509,-1.1086506902636946,1.9534055984962946,2336.5370820002163,44.74567599654179,42.14431626796365,15.144316267963653,26.04906581661328,21.709563852213506,8.420709470213675,5.686327692765257,5.686327692765257,3.83859727054559,3.83859727054559,2.513792218896143,2.513792218896143,-3.219999999999999,587652594908.3052,5.766260033173102,8.875814563422667,4.172252216283221,219.59420423712643,20.74339655304395,9.929454229833063,1.4118420783282006,5.879988336435371,0.0,0.0,0.0,9.967957041894417,0.0,0.0,36.25451224597977,49.28181576367731,49.77792692847821,34.87491112262215,41.91167805902792,10.902924932081056,0.0,20.254773665412046,11.613674661089352,19.242709486974704,19.55270461154818,66.24859157463287,0.0,28.394747309526284,15.766393282814697,0.0,5.879988336435371,0.0,34.49766492367184,6.496859684315945,5.893957685363079,49.83674808627085,60.68514008293588,5.6473683133128025,33.41768390517197,0.0,88.85,161.2651659291409,0.0,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,9.967957041894417,41.91167805902792,230.11600911534026,0.0,7.978163968993849,-1.4694598180470868,-6.351398741517462,-5.895077995604536,-8.757678265847268,-10.778686663075282,-15.591871600242511,0.0,0.28,31,4,6,0,1,1,2,2,4,5,3,6,7,0,1,1,5,4.129000000000002,123.74080000000001,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.953161194874083,-4.373034442416503,8.953161194874083,0.24465183222384335,0.4422925349129216,413.5249999999997,386.3090000000002,413.2215604840008,158,0,0.23242413378935778,-0.4762629031013757,0.4762629031013757,0.23242413378935778,1.1935483870967742,2.032258064516129,2.870967741935484,10.475480728078805,-0.18292843412038443,5.0188637468254894e-17,-2.7754111215812056,2.214747505389669e-18,-2.851688288142937,1.7150688955703497,-1.1086506806332017,1.9302072211821273,2336.5370820002163,44.74567599654179,42.14431626796365,15.144316267963653,26.04906581661328,21.709563852213506,8.420709470213675,5.686327692765257,5.686327692765257,3.77609727054559,3.77609727054559,2.4266405194586484,2.4266405194586484,-3.219999999999999,584506364343.1703,5.766260033173102,8.875814563422667,4.308413408578839,219.59420423712643,20.74339655304395,9.929454229833063,1.4118420783282006,5.879988336435371,0.0,0.0,0.0,9.967957041894417,0.0,0.0,30.212093538316473,55.3242344713406,49.77792692847821,34.87491112262215,41.91167805902792,10.902924932081056,0.0,20.254773665412046,11.613674661089352,19.242709486974704,19.55270461154818,66.24859157463287,0.0,28.394747309526284,15.766393282814697,0.0,5.879988336435371,0.0,34.49766492367184,6.496859684315945,5.893957685363079,49.83674808627085,60.68514008293588,5.6473683133128025,33.41768390517197,0.0,88.85,161.2651659291409,0.0,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,9.967957041894417,41.91167805902792,229.99431595593126,0.0,7.9554771739346,-1.4142490029693329,-6.377468824770971,-5.892080848551654,-8.735167614711632,-10.70306051502659,-15.577766323835787,0.0,0.28,31,4,6,0,1,1,2,2,4,5,3,6,7,0,1,1,5,4.129000000000002,123.74080000000001,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.236352782293661,-4.488404197862502,14.236352782293661,0.40405420970423744,0.4345475782133468,450.97399999999965,423.75800000000015,450.1934871640007,166,0,0.2761223000333229,-0.36849259743082297,0.36849259743082297,0.2761223000333229,1.34375,2.09375,2.8125,10.775581252098782,-0.1829465125512563,-3.991442797296972e-17,-2.789768871945436,3.642736872127102e-16,-2.859932374544806,1.813662004480265,-1.1044196743056378,2.1587667805095245,2168.694999636863,46.03856921535524,42.46949433647284,16.225423282491295,26.39730647519687,21.588849134486104,8.730745629995543,5.481595980662908,5.859560453672135,3.4277534328526795,3.616735669357293,2.0956270606350813,2.190118178887388,-2.999999999999999,626026239602.1495,6.531456478023556,10.543388429752065,5.617728531855955,230.57734549564654,21.6491570355914,15.747317007668093,8.517612151504862,0.0,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,0.0,35.770614720885696,61.3666531790039,47.087051678966674,18.509722216346738,42.010435811457675,29.013368672102608,0.0,15.277770395182792,11.613674661089352,19.242709486974704,30.110205759524582,70.79225767240791,0.0,11.257379486545457,21.6491570355914,11.50524905251859,0.0,11.600939890232516,35.36571582419376,6.496859684315945,5.893957685363079,58.954454709020936,54.51224487212112,12.08184370538233,11.257379486545457,0.0,104.96000000000001,165.73846920170052,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,48.816838517618386,223.26456152889043,5.826124831033322,21.51572895894745,-2.7727611569695236,-6.959133199060522,-8.133687045601384,-9.504044562379805,-10.156274548136768,-15.886070362278678,0.0,0.2916666666666667,32,5,7,0,1,1,2,1,3,6,4,8,8,0,1,1,4,3.919500000000002,128.84799999999998,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.26746389340477,-4.476622475311549,14.26746389340477,0.2711279105959077,0.338260344761938,542.4250000000012,515.2090000000002,542.1291074840008,166,0,0.2761222964016632,-0.36849259743082297,0.36849259743082297,0.2761222964016632,1.34375,2.09375,2.8125,10.776094789087113,-0.1829465122879558,7.227727839052806e-17,-2.789768873522707,3.812149301366893e-16,-2.8599323761301587,1.813652541891235,-1.1044196731612093,2.1587667805095245,2168.694999636863,46.03856921535524,42.46949433647284,17.626992627649162,26.39730647519687,21.588849134486104,9.431530302574476,5.481595980662908,6.560345126251068,3.4277534328526795,3.9671280056467597,2.0956270606350813,2.365314347032122,-2.559999999999999,626026239602.1495,6.739681731150679,10.843006187207381,5.8140417516934235,239.53591738980847,21.6491570355914,15.747317007668093,8.517612151504862,0.0,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,0.0,24.16967483065318,83.95752380607198,45.634600636290735,18.509722216346738,42.010435811457675,40.00329940893815,0.0,15.277770395182792,11.613674661089352,19.242709486974704,30.110205759524582,69.33980662973198,0.0,11.257379486545457,21.6491570355914,11.50524905251859,0.0,22.590870627068057,35.36571582419376,6.496859684315945,9.464139956428475,58.954454709020936,54.51224487212112,7.059210391641003,11.257379486545457,0.0,104.96000000000001,155.40602253467083,4.794537184071822,0.0,8.879995624353771,0.0,0.0,22.590870627068057,0.0,0.0,9.967957041894417,37.21589862738585,223.66149319983182,1.4354426380957666,21.59133279982536,-1.924313585114561,-6.78325380847116,-8.061359291304399,-8.75212128924441,-10.119501624091118,-15.844385706194021,0.0,0.2916666666666667,32,5,7,0,1,1,2,1,3,6,4,8,8,0,1,1,4,3.870700000000002,136.5549999999999,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.257620143404772,-4.4803502859624365,14.257620143404772,0.36624556772892847,0.3947323115897993,495.42499999999967,468.2090000000002,494.14297158400075,166,0,0.2761222969933874,-0.36849259743082297,0.36849259743082297,0.2761222969933874,1.34375,2.09375,2.8125,10.77600360861099,-0.1829465123480867,2.6521751950511152e-17,-2.7897688732633545,3.794662033980494e-16,-2.8599323747476726,1.8136534000314986,-1.1044196738441228,2.1587667805095245,2168.694999636863,46.03856921535524,42.46949433647284,17.055490875587545,26.39730647519687,21.588849134486104,9.145779426543667,5.481595980662908,6.274594250220259,3.4277534328526795,3.8242525676313552,2.0956270606350813,2.293876628024419,-2.809999999999999,626026239602.1495,6.6210606603576405,10.672483398720406,5.702168036645167,234.14162687440623,21.6491570355914,15.747317007668093,8.517612151504862,0.0,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,0.0,40.09961872860253,61.3666531790039,46.53713788105775,18.509722216346738,42.010435811457675,33.34237267981944,0.0,15.277770395182792,11.613674661089352,19.242709486974704,30.110205759524582,70.242343874499,0.0,11.257379486545457,21.6491570355914,11.50524905251859,0.0,15.929943897949348,35.36571582419376,6.496859684315945,5.893957685363079,58.954454709020936,58.98496438795353,7.059210391641003,11.257379486545457,0.0,104.96000000000001,159.87874205050323,4.794537184071822,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,25.897900939843765,37.21589862738585,223.292614972861,2.8246819257049154,21.567411272047586,-1.949481134184809,-6.838903146899826,-8.084244244812428,-8.990034512384906,-10.131136807089936,-15.857574991908308,0.0,0.2916666666666667,32,5,7,0,1,1,2,1,3,6,4,8,8,0,1,1,4,4.028600000000002,131.53799999999995,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.85438548690023,-4.40460122427674,8.85438548690023,0.5881113433827045,0.424758620411319,440.54699999999974,412.32300000000026,440.2212261360008,168,0,0.2324241310212559,-0.47626290310837144,0.47626290310837144,0.2324241310212559,1.0909090909090908,1.8181818181818181,2.5454545454545454,10.64090940399711,-0.18292860385329443,-2.0675785142554175e-17,-2.7754114087069084,2.689323511826427e-16,-2.8516883208414927,1.7124883393347896,-1.1086508134000135,1.9183743009239242,2398.981536680398,47.03013304691797,44.10535096292756,16.10535096292756,27.44291266673063,22.723384951677453,8.88174416517758,5.920300315113198,5.920300315113198,3.889940556023042,3.889940556023042,2.442570835938348,2.442570835938348,-3.479999999999999,2239279237235.278,6.344285842319665,9.980837118106358,4.971364214607033,232.9017166224473,20.183544219868043,12.670971342173502,0.0,5.879988336435371,0.0,0.0,0.0,9.967957041894417,0.0,0.0,48.33934966130636,48.80284854771101,38.26555827727936,47.35334039230367,47.658504030093525,0.0,0.0,15.277770395182792,11.613674661089352,19.242709486974704,19.55270461154818,78.59654434116291,0.0,39.52165029292028,15.766393282814697,0.0,5.879988336435371,0.0,29.52066165344259,6.496859684315945,5.893957685363079,52.5782651986113,77.45024378651925,4.235526234984602,33.6416619564849,0.0,86.2,173.83709674698383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,47.658504030093525,243.45127340609642,0.0,7.665419652422491,-0.7797324369647614,-7.526605952836115,-5.972098347188501,-10.326726454133425,-11.705547020162152,-15.722649513900585,0.0,0.25925925925925924,33,3,6,0,1,1,2,2,4,6,2,6,8,0,1,1,5,4.907700000000004,129.58609999999996,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.880427153566895,-4.4398098343479875,8.880427153566895,0.6506113433827045,0.3827884548692259,454.5739999999997,424.3340000000003,454.23687620000084,174,0,0.23242413102125592,-0.47626290310837144,0.47626290310837144,0.23242413102125592,1.1470588235294117,1.8823529411764706,2.6176470588235294,10.360758971661474,-0.24427571886456242,-1.9862508352852238e-17,-2.775411451850455,3.34328961263514e-16,-2.8516883209029835,1.4946176550394854,-1.1086516729430833,1.9266245363858596,2501.3363761103546,49.53013304691797,46.60535096292756,16.60535096292756,28.654237532135816,23.999778153927476,9.10535096292756,6.032103713988186,6.032103713988186,3.945842255460537,3.945842255460537,2.498472535375842,2.498472535375842,-3.479999999999999,6961382575174.331,6.388935712586321,10.633164473012956,5.188689264880933,242.22851459153654,19.77364059743015,11.2591292638453,0.0,5.879988336435371,0.0,0.0,0.0,9.967957041894417,0.0,0.0,48.33934966130636,55.77867544799326,42.37783394579003,47.35334039230367,50.358937620275995,0.0,0.0,20.587583748471168,5.893957685363079,19.242709486974704,26.528531511830423,78.59654434116291,0.0,39.52165029292028,15.356489660376802,0.0,5.879988336435371,0.0,36.496488553724845,6.496859684315945,5.893957685363079,56.69054086712197,77.45024378651925,2.8236841566564013,33.6416619564849,0.0,72.21000000000001,180.40302002482824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,50.358937620275995,260.06444308875996,0.0,7.6396291718592835,-1.4468372113595764,-7.401693219568905,-6.052451585358922,-10.947673054742552,-11.848083894904857,-19.673999961351093,0.0,0.2857142857142857,34,2,6,0,1,1,2,2,4,6,2,6,9,0,1,1,5,5.1684000000000045,134.4583999999999,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.937590264481724,-4.475018444419235,8.937590264481724,0.7131113433827045,0.36786731166170555,468.60099999999966,436.34500000000025,468.2525262640009,180,0,0.23242413102125595,-0.47626290310837144,0.47626290310837144,0.23242413102125595,1.0857142857142856,1.8,2.5142857142857142,10.171702134417256,-0.24432220324731857,-1.7348114342999167e-16,-2.775411523721889,1.8277971773333397e-16,-2.8516883192982423,1.0507816672660142,-1.1086545520141309,1.946210515604055,2588.242543381899,52.03013304691797,49.10535096292756,17.10535096292756,29.865562397541005,25.276171356177496,9.328957760677538,6.255710511738165,6.255710511738165,4.001743954898032,4.001743954898032,2.554374234813337,2.554374234813337,-3.479999999999999,19561156167984.832,6.440067215471351,10.845659448639081,5.782768333281154,251.55531256062574,19.36373697499225,9.847287185517102,0.0,5.879988336435371,0.0,0.0,0.0,9.967957041894417,0.0,0.0,48.33934966130636,62.7545023482755,46.4901096143007,47.35334039230367,53.05937121045845,0.0,0.0,20.17768012603327,5.893957685363079,19.242709486974704,33.504358412112666,78.59654434116291,0.0,39.52165029292028,10.046676307088426,0.0,5.879988336435371,0.0,48.37222518485757,6.496859684315945,5.893957685363079,60.80281653563264,77.45024378651925,1.4118420783282006,33.6416619564849,0.0,63.42,186.96894330267259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,53.05937121045845,277.2505294380902,0.0,6.900727347913371,-0.8127192989889829,-7.8648918296844,-6.132804823529343,-11.568619655351677,-11.990620769647565,-24.198267075468266,0.0,0.3103448275862069,35,1,6,0,1,1,2,2,4,6,1,6,10,0,1,1,5,5.5106000000000055,139.08569999999986,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
