activity,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1,6.992577475434619,0.0598765432098769,6.992577475434619,0.0598765432098769,0.6735816116847643,189.99300000000002,188.985,188.96090039199999,56,0,0.22185493379203655,-0.20841182224891683,0.22185493379203655,0.20841182224891683,1.0909090909090908,1.5454545454545454,2.0,35.49312477980234,-0.07050306340327814,1.6836378081089831,-1.889857971541541,1.7750225755490623,-1.8841902524743341,6.160696434235113,-0.46509256779743124,2.825866007367726,401.1859948712505,8.71517847069432,5.9919969235182435,6.503854815555154,5.664703797946448,3.0668188550090587,3.3755342055275555,1.7418829975502248,2.457909172450859,1.0572373726099513,1.681013360215644,0.6194596901862502,0.8640834357337992,-0.94,708.4682251293509,5.677534219450014,2.2819556488820725,1.0181713351893793,72.20728671901148,0.0,0.0,10.306219633785584,12.706196519863656,0.0,0.0,0.0,9.967957041894417,5.206409844936912,10.197363616602075,23.20187978046503,0.0,0.0,0.0,1.4118420783282006,34.49623422200049,0.0,25.3717305034334,0.0,0.0,0.0,10.306219633785584,0.0,0.0,0.0,0.0,0.0,23.20187978046503,25.3717305034334,0.0,0.0,0.0,0.0,11.718061712113785,11.294354441535456,0.0,67.35,0.0,0.0,0.0,21.600574075321042,5.206409844936912,0.0,0.0,0.0,0.0,20.16532065849649,24.61372185879323,6.992577475434619,11.106187956664145,7.505123456790123,7.869444444444445,0.4155555555555561,0.0,0.0,0.0,0.0,0.0,0.0,11,1,5,0,0,0,0,2,2,4,1,7,0,0,0,0,2,1.0547,39.4987,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.158444300074889,-1.7285966226779113,13.158444300074889,0.10173339420453464,0.3158837116327488,431.23499999999996,419.1390000000002,430.02356022400033,146,0,0.2705726101950971,-0.32182114169611026,0.32182114169611026,0.2705726101950971,1.206896551724138,2.0,2.7586206896551726,13.223888484365737,-0.09135115601018447,0.6850919945353167,-2.2951882100726984,0.9406249085685618,-2.3712317544955046,3.89604026192108,-0.4371308935798016,2.220595482296514,1621.879941483315,31.408812703358322,25.67777648987374,15.189634381910649,18.875468093007665,13.113822314893014,7.975324069911552,4.850581557609598,5.606510503628051,2.9413349557622044,3.4038148542442825,1.7384593184128712,2.0497534276912592,-3.489999999999999,348809723.9506278,9.817095634506764,8.67829702196632,5.066504685118362,191.1815494245918,5.309813353288376,0.0,8.60692910302134,0.0,11.594566004035068,0.0,25.122208783301645,0.0,5.101407525739723,0.0,29.24429848812833,42.325890068759875,22.794857003751478,40.62570573178475,31.04365513531991,57.66614828300286,0.0,0.0,5.101407525739723,0.0,10.728629499680805,86.18583561806724,0.0,0.0,10.728629499680805,17.062158824050687,0.0,23.20187978046503,22.325420727304817,9.589074368143644,10.114318268765572,13.7075855617022,71.12765824755874,12.868950784139054,0.0,0.0,113.69999999999999,115.45909690065722,19.703392636909214,0.0,10.728629499680805,0.0,0.0,0.0,0.0,0.0,5.101407525739723,39.73314949882364,95.37371733657761,11.710171401236998,35.927067878790815,12.853163641884036,-5.396283367185023,-3.2827307443060203,-10.296217258109522,0.0,0.0,0.0,0.0,29,2,8,1,0,1,2,0,2,6,2,10,5,0,0,0,3,4.373500000000002,111.47579999999998,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.26928795806237,-5.969047430343429,16.26928795806237,0.14214793529687864,0.45632722461101194,654.6060000000016,614.2860000000001,653.2212814800013,230,0,0.28078483862115566,-0.3490205970285948,0.3490205970285948,0.28078483862115566,1.4883720930232558,2.3488372093023258,3.116279069767442,10.085750070116621,-0.24923871169512243,6.162975822039155e-33,-2.723385118376721,6.501561331616011e-17,-2.8773889137699253,1.0516625347286288e-15,-1.1333379556838308,1.7670714381657338,3226.5887224851895,65.30651840778637,60.65527390282833,22.241270441943033,36.33272152919001,31.373290960109703,12.363613748203278,9.00705418399109,9.758192926123753,6.578145426508612,7.1519643649642815,4.81092276177467,5.2856169165356715,-2.7299999999999995,5.368909317226629e+18,8.344183304405158,9.88713201406148,4.035007458661247,315.8529396289458,20.29553454547532,12.03578493669929,2.8236841566564013,18.9705447099059,11.81822566490867,0.0,28.920293967716468,0.0,0.0,0.0,45.54447763054487,77.03385431003875,76.93125113953229,20.092463597538497,77.77103343207729,50.12751254815419,1.4311996572326342,24.986545816069064,17.681873056089238,82.58897700907657,19.969546268914137,39.90942687140332,0.0,0.0,5.309813353288376,0.0,0.0,15.929943897949348,93.59753470266556,25.493399407344892,17.681873056089238,108.37131273486287,28.78252388800933,2.8236841566564013,16.476029462150326,0.0,118.21,214.356934401528,15.1194276400304,14.383611552215466,4.977003270229252,0.0,0.0,0.0,0.0,0.0,21.038752089056562,44.59038570595685,357.1887293712836,2.849276927938141,43.70055281231718,1.5937539660826434,-11.254841266836742,-32.20044199939923,-21.646196373814377,-19.37007692200693,-34.69408984889779,0.0,0.59375,43,3,10,1,4,5,1,1,2,6,3,11,11,0,3,3,7,3.192800000000001,164.15819999999968,0,1,0,0,0,1,1,0,0,0,3,3,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.804375058780268,-5.75499843851804,13.804375058780268,0.144882582177857,0.3833272501014303,487.98999999999995,469.8460000000003,487.0427257360005,164,0,0.26141220064649595,-0.4944358848886147,0.4944358848886147,0.26141220064649595,1.1875,1.96875,2.71875,12.686150681280083,-0.24574826047785506,0.5214136455347129,-2.3269324673739717,0.5807223396863375,-2.3528797261163312,2.9420894746190642,-0.9462859744640703,1.9724604990661603,2196.3546263536955,38.323026265731414,33.16909500229228,17.558017110166187,22.67705734868513,16.942095806814404,10.682192998552079,5.5803793936715005,8.476819830001865,3.568381209235396,6.073618042368584,2.2285064138031325,4.133288073235448,-3.1399999999999992,19305595485.64725,9.01060605314616,8.775012427422297,4.40458728766703,219.02650974146886,4.736862953800049,11.266212550900168,7.9552426364957345,0.0,15.930470882759089,0.0,14.819470151094329,13.401775505276145,0.0,0.0,52.67085209051743,43.106404363275445,4.1122756685106605,50.726688161204244,42.70501817758075,59.9037620395346,0.0,4.9839785209472085,0.0,11.747375592813455,17.062885425905094,76.57372337376827,0.0,5.749511833283905,14.761795920822557,10.818944754522896,5.749511833283905,22.937725768167255,26.34690769351024,10.023291153407584,6.851892117295679,37.853577066189345,65.31967055215073,7.846317470397728,10.216620634085363,0.0,97.39,138.08979922738058,13.212334168400758,0.0,10.009733269757476,11.336785877934737,0.0,0.0,0.0,0.0,4.9839785209472085,41.0936238994125,174.13677856547037,6.507848159744605,16.129832310717934,-1.346227643643251,-4.460410037274375,-2.5598677926032005,-12.04992395238228,0.0,-3.2426714657969153,-8.920913699788414,0.09090909090909091,32,2,7,0,0,0,3,1,4,6,2,10,8,0,0,0,4,5.3198200000000035,127.56470000000002,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13.702538941171435,-5.590004273296482,13.702538941171435,0.3431603955283573,0.40758239108949196,483.933,465.7890000000003,483.06556935600054,168,0,0.3444292995656415,-0.49676711194225076,0.49676711194225076,0.3444292995656415,1.121212121212121,1.9090909090909092,2.6666666666666665,12.77235409837611,-0.24323219133798288,0.5565609313658503,-2.278029488379767,0.6145545735066035,-2.3932358007900327,2.880028156278217,-0.9430424239452302,1.9274187883719918,2221.4282252987423,38.977726804110674,33.66909500229228,17.24152052923846,23.287099688325863,17.194882211314447,10.118482822124395,5.690574603762594,7.772793548912598,3.658619254974077,5.372051966078006,2.24700361234747,3.4239022780358868,-3.8199999999999985,33041692402.706535,9.202502649290771,8.968221008081464,4.546231648172157,220.13793106630743,15.193442883326371,11.567374611118932,2.8236841566564013,5.879988336435371,10.023291153407584,5.969305287951849,0.0,4.794537184071822,8.417796984328938,9.185791003891978,41.81303342854899,47.86038244534006,16.628503513101617,39.429024324820894,47.4418811313808,33.41139910942698,0.0,9.185791003891978,0.0,4.895483475517775,12.75766943460886,89.13752800506117,0.0,22.756403153113265,15.193442883326371,5.817862777835028,11.629500169719275,11.600939890232516,30.610845735055356,10.023291153407584,0.0,32.290125574492336,83.44692667514062,7.846317470397728,11.126902983393991,0.0,113.51,151.35754328749556,13.212334168400758,0.0,4.087109195590941,0.0,0.0,0.0,0.0,0.0,9.835544762101087,41.09362389941249,179.18759150121375,6.13188467805751,11.922111690725991,2.6785529206447896,-3.17149914777629,-5.664203230327478,-14.265897399275945,0.0,0.0,-8.874096568817897,0.043478260869565216,33,2,8,0,0,0,3,1,4,8,1,10,8,0,0,0,4,4.250500000000003,124.06369999999998,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.031149481397499,-0.9298500755800403,9.031149481397499,0.2296989462171326,0.31044391432139773,364.4519999999997,344.2920000000001,364.1687966400006,136,0,0.18940133438262996,-0.3836818323030134,0.3836818323030134,0.18940133438262996,0.6428571428571429,1.1428571428571428,1.6071428571428572,11.08666680744765,-0.14191537509273142,0.3725147484525337,-2.3047423518466705,0.4214779246749834,-2.4980649578848424,2.6366097986559005,-0.7181670780584842,2.293777311374942,1965.4947101582975,36.42532056130337,33.78885438199983,13.788854381999833,22.289681655380758,17.327708763999667,7.644427190999917,5.397213595499957,5.397213595499957,3.5722135954999574,3.5722135954999574,2.286106797749979,2.286106797749979,-3.9199999999999986,11568275552.316826,5.787022663930376,7.004522213058914,3.3548021777948964,191.45537348149466,11.439433951452546,11.671239571514539,8.471052469969203,0.0,0.0,0.0,10.804616710147132,0.0,0.0,0.0,60.42418707663295,57.19592922637075,11.126902983393991,19.190619786383078,27.661672256352276,22.44368800044413,10.804616710147132,0.0,11.439433951452546,0.0,0.0,95.72076489068013,0.0,22.253805966787983,11.439433951452546,0.0,0.0,0.0,11.671239571514539,0.0,10.804616710147132,30.317522769777067,84.59386190728614,8.471052469969203,33.02625439571757,0.0,99.74,140.41825885791226,0.0,0.0,11.439433951452546,0.0,0.0,0.0,0.0,0.0,10.804616710147132,27.661672256352276,164.88774115403132,0.0,0.0,4.64563014023394,-4.981689073172554,-1.8597001511600801,-12.69198206993259,0.0,0.0,0.0,0.0,28,6,4,0,0,0,4,0,4,2,4,4,4,0,0,0,4,4.741940000000002,116.85220000000001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.87280328798186,-0.9517668178382459,8.87280328798186,0.22768236596019964,0.43683110535956027,314.39199999999965,296.248,314.1531465760005,118,0,0.18940133438262996,-0.3836818323030134,0.3836818323030134,0.18940133438262996,0.7083333333333334,1.125,1.5416666666666667,11.057566664372283,-0.1419153750926731,0.3784136791962847,-2.3070974100660973,0.3780544735477503,-2.498242189917966,2.4628856900767038,-0.7181670315711821,2.64441339387755,1564.8635910229298,32.11591948454487,29.788854381999833,11.788854381999833,19.468314450334837,15.077708763999667,6.394427190999917,4.397213595499957,4.397213595499957,2.8222135954999574,2.8222135954999574,1.7548567977499787,1.7548567977499787,-3.399999999999999,593492537.8586941,4.800951248513675,6.380383153298959,3.1748198108840846,165.96376794942384,11.439433951452546,11.671239571514539,8.471052469969203,0.0,0.0,0.0,10.804616710147132,0.0,0.0,0.0,54.38176836896965,40.38106208977786,11.126902983393991,16.44910267404264,24.920155144011837,11.671239571514539,10.804616710147132,0.0,11.439433951452546,0.0,0.0,83.63592747535355,0.0,22.253805966787983,11.439433951452546,0.0,0.0,0.0,11.671239571514539,0.0,10.804616710147132,27.576005657436628,72.50902449195954,8.471052469969203,22.253805966787983,0.0,99.74,117.56097301365608,0.0,0.0,11.439433951452546,0.0,0.0,0.0,0.0,0.0,10.804616710147132,24.920155144011837,145.29954004511248,0.0,0.0,5.878389227702693,-5.002916032565133,-1.8422048361372925,-10.999475070779457,0.0,0.0,0.0,0.0,24,6,4,0,0,0,3,0,3,2,4,4,4,0,0,0,3,3.5887400000000014,99.34620000000001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.841731083100523,-5.72141287796365,14.841731083100523,0.08334622464943475,0.1814399513227083,546.450000000001,526.2900000000002,545.0521079800005,174,0,0.26823703421702066,-0.3836818323030133,0.3836818323030133,0.26823703421702066,0.8285714285714286,1.457142857142857,2.1714285714285713,12.521761551187966,-0.1419153750910925,0.5589361594054852,-2.278896960423578,0.6667456472581562,-2.49908781294805,2.8657831285345203,-0.7181695408150531,2.1236680388158584,2719.719429409286,41.65737136887225,36.83877732190061,19.241270441943037,25.444382193760013,18.933936260404554,11.483716285762798,6.756977497274661,9.273505108622304,4.63367001757994,6.596065771264076,3.1591898893420645,4.804763156356884,-3.949999999999999,355938218011.8405,9.252006102948272,8.368008317102525,3.881185433211271,238.18449341889593,11.439433951452546,11.671239571514539,8.471052469969203,0.0,10.023291153407584,0.0,10.804616710147132,12.390202892566048,0.0,0.0,52.18445614392912,59.46625264470035,26.372070928155996,35.11950469713338,36.07946924068122,59.43032448703358,10.804616710147132,3.972405908237111,11.439433951452546,4.895483475517775,0.0,100.19348440651254,0.0,11.126902983393991,11.439433951452546,0.0,0.0,15.929943897949348,24.06144246408059,10.023291153407584,10.804616710147132,30.317522769777067,93.96206489863636,8.471052469969203,32.93275284755611,0.0,138.81,159.71625145450858,9.788555540499157,0.0,15.411839859689657,0.0,0.0,0.0,0.0,0.0,26.73456060809648,26.290913700182056,195.67291919011902,2.9854415867539896,-1.4572372153517572,4.4393756839749985,-6.0756538769833455,-2.1089226147907056,-14.734509875758542,0.0,0.0,-5.72141287796365,0.0,35,6,7,0,0,0,4,1,5,5,4,9,5,0,0,0,5,5.0291400000000035,143.63799999999986,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.157695986005866,-5.921111449911049,15.157695986005866,0.03129162467456181,0.1888540246144064,551.631000000001,530.4630000000002,551.1415959120006,196,0,0.2682370298741451,-0.38368154913506247,0.38368154913506247,0.2682370298741451,0.7560975609756098,1.2926829268292683,1.8048780487804879,12.5528181931177,-0.14054109803553136,0.6033166000509185,-2.2649544141592943,0.6716311949225479,-2.499085074369495,3.123062657874492,-0.717424130093641,2.0020842760359674,3162.2067221051802,46.673879226817306,40.96081284889138,20.777309429819105,28.80375420126672,21.403313237400063,12.501735779700834,7.967995260770047,9.691524602560339,5.539178899327634,7.105075518233094,3.7758215506528345,5.124020466583648,-5.699999999999998,11736812766101.93,11.052028506875235,9.799558136598918,4.388576407667811,265.7297004038282,5.719716975726273,5.835619785757269,4.235526234984602,0.0,10.023291153407584,0.0,5.402308355073566,12.390202892566048,10.523783109476973,0.0,48.33934966130636,82.67799304342094,16.335899920626588,63.86788453079285,37.326977230377494,37.66476080332696,15.926091464550538,3.972405908237111,5.719716975726273,4.895483475517775,0.0,125.45389121303032,0.0,34.39224859237253,5.719716975726273,0.0,0.0,0.0,18.22582267832332,10.023291153407584,28.064534090135083,41.364008486154965,113.65902021345713,4.235526234984602,44.0596558309501,0.0,136.52,195.98765843438935,16.00681733415785,8.417796984328938,3.972405908237111,0.0,0.0,12.138442625584547,0.0,0.0,5.402308355073566,23.426146021367675,209.74180575273508,0.0,-1.5608867743608006,20.527220181963084,-8.92425448587998,-1.184457737803281,-17.094982153409717,0.0,0.0,-5.921111449911049,0.0,41,3,7,0,0,0,5,1,6,6,2,8,5,0,0,0,6,6.392930000000006,159.78789999999975,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.778628153440028,-3.6175086018745857,9.778628153440028,0.32501286490675607,0.19272915994701242,501.59299999999985,478.4090000000003,501.1953457360007,184,0,0.189401332989305,-0.3836819853092281,0.3836819853092281,0.189401332989305,0.7692307692307693,1.3333333333333333,1.8717948717948718,11.76514370880181,-0.16466704707350477,0.5966961429087125,-2.372541405997517,0.6653367496563514,-2.5008864492500646,2.858647028364312,-0.7628814153964172,1.9922544520411725,3002.505986669172,46.673879226817306,42.236067977499786,19.236067977499786,28.80375420126672,22.156888370749723,10.815247584249851,7.691640786499872,7.691640786499872,5.328444185374865,5.328444185374865,3.6426856881873904,3.6426856881873904,-5.649999999999999,11736812766101.93,9.272893547716452,9.666795491669639,4.3940446817068,258.1438076261452,10.286816623517627,5.835619785757269,4.235526234984602,0.0,0.0,0.0,5.402308355073566,0.0,10.523783109476973,0.0,54.38176836896965,82.19902582745462,33.86616104017505,50.680516732382976,31.650697358388992,27.641469649919383,15.926091464550538,4.567099647791355,5.719716975726273,6.496859684315945,0.0,131.0173427047273,0.0,34.39224859237253,5.719716975726273,0.0,0.0,0.0,10.402719433548624,6.496859684315945,28.064534090135083,49.66897709019242,108.76353673793935,4.235526234984602,44.0596558309501,0.0,102.38,187.40947800575069,18.74833444649829,0.0,5.719716975726273,4.567099647791355,0.0,0.0,12.138442625584547,0.0,5.402308355073566,23.426146021367675,200.24683786454926,0.0,0.0,20.92797282278066,-9.158653269982949,-1.086679960025503,-15.39530218878026,0.0,-3.6175086018745857,0.0,0.029411764705882353,39,3,5,0,0,0,5,1,6,4,2,5,5,0,0,0,6,7.204230000000007,156.30609999999976,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.329875047241114,-5.399922524565378,14.329875047241114,0.22464441449470263,0.30747110393969473,507.20699999999994,494.1030000000002,504.9095218560004,136,0,0.2682370385598987,-0.38368154913506247,0.38368154913506247,0.2682370385598987,1.037037037037037,1.6666666666666667,2.2222222222222223,12.86782420460483,-0.14040908063190108,0.603443234020933,-2.2599349589188655,0.891480381862083,-2.49908470395707,3.5068431470998576,-0.7174142345427122,2.3908272510054314,1867.5747727712826,30.331462434168692,25.822314603909916,16.810804263067052,18.44227577616147,13.334064114909339,10.018483196324807,5.1223529360293,8.431878816934288,3.504554338082271,5.863449226545078,2.430754829156307,4.373702447255131,-2.159999999999999,329861669.26218444,8.464330777473256,6.470790798657359,2.9735315942824534,190.59579960990945,5.719716975726273,5.835619785757269,4.235526234984602,0.0,10.023291153407584,0.0,5.402308355073566,12.390202892566048,0.0,0.0,43.94472521122529,48.33934966130636,25.281338952291414,29.636470472452494,26.360908781015738,69.52464859922567,5.402308355073566,3.972405908237111,5.719716975726273,4.895483475517775,0.0,74.93307759999479,0.0,0.0,5.719716975726273,0.0,0.0,31.859887795898697,18.22582267832332,10.023291153407584,5.402308355073566,19.271037053399194,74.26510958381556,4.235526234984602,21.805849864162113,0.0,88.94,97.77543441824511,8.417796984328938,0.0,29.410010344557804,0.0,0.0,0.0,0.0,0.0,37.262196150972265,17.9431117966868,134.38974947559075,6.035762353949757,-1.2860556027966739,2.1771107166976593,-2.5415908140881083,-1.0128034554297176,-8.278916816024951,0.0,0.0,-5.399922524565378,0.0,27,3,5,0,0,0,3,1,4,4,2,8,3,0,0,0,4,4.840570000000003,114.8859,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.13850033068783,-3.1810941043083902,9.13850033068783,0.15227102069273757,0.3033222696406224,457.16899999999987,442.04900000000015,454.9632716800004,124,0,0.189401332989305,-0.3836819853092281,0.3836819853092281,0.189401332989305,1.08,1.76,2.36,11.764432559908592,-0.16457503620269012,0.540432197029981,-2.3704894286545035,0.6700645252266881,-2.500885297205213,2.8760231803970844,-0.762869469602701,2.366580954437248,1721.9787674436582,30.331462434168692,27.09756973251833,15.269562810747736,18.44227577616147,14.087639248258997,8.331995000873826,4.845998461759123,6.431995000873827,3.2938196241294992,4.086817893686851,2.2976189666908606,2.8923676688588746,-2.109999999999999,329861669.26218444,6.559988751741113,6.316067391719603,2.9819404113883117,183.0099068322266,10.286816623517627,5.835619785757269,4.235526234984602,0.0,0.0,0.0,5.402308355073566,0.0,0.0,0.0,49.987143918888584,47.86038244534006,42.811600071839884,16.44910267404264,20.68462890902724,59.50135744581808,5.402308355073566,4.567099647791355,5.719716975726273,6.496859684315945,0.0,80.49652909169177,0.0,0.0,5.719716975726273,0.0,0.0,31.859887795898697,10.402719433548624,6.496859684315945,5.402308355073566,27.576005657436628,69.36962610829778,4.235526234984602,21.805849864162113,0.0,54.800000000000004,94.9169709653327,0.0,0.0,25.437604436320694,4.567099647791355,0.0,0.0,0.0,0.0,37.262196150972265,20.68462890902724,125.61348341361041,6.147156911772886,0.0,2.527817443832957,-2.829069319379112,-0.9150256776519397,-6.946602001210135,0.0,-3.1810941043083902,0.0,0.05,25,3,3,0,0,0,3,1,4,2,2,5,3,0,0,0,4,5.651870000000003,111.40410000000001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
