activity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
0,8.751346916332764,8.751346916332764,0.0088990383104785,-4.348035505233222,0.684353535468988,378.4799999999996,352.2720000000001,378.2168094520008,146,0,0.2324259542243374,-0.4762628934369354,0.4762628934369354,0.2324259542243374,1.3928571428571428,2.25,3.0,10.153768675472064,-0.2435721211596508,-4.511581191442103e-17,-2.7754090711300043,-1.515141981985334e-18,-2.851688222330552,1.05322423196203,-1.1086512917165456,3.3256511203703063,2.125422821745944,1949.8323645842572,42.0660314317802,39.59152986346361,13.591529863463611,24.011503122043976,20.185957054463525,7.344316267963654,4.874524293890269,4.874524293890269,3.114293871670602,3.114293871670602,1.9563328719899211,1.9563328719899211,-2.77,62029160739.07916,5.036685921816465,8.496013962767467,4.208119687332672,201.21252772332824,15.7663932828147,9.929454229833064,0.0,5.879988336435371,0.0,0.0,4.681802935145185,9.967957041894415,5.098681808301038,0.0,24.16967483065318,37.196978348350726,49.96310456519007,36.93553066492626,40.499835980699714,0.0,0.0,25.05825513862901,18.5895015613716,19.242709486974704,19.55270461154818,48.251811954794455,0.0,28.394747309526284,15.7663932828147,0.0,5.879988336435371,0.0,39.30114639688882,13.47268658459819,5.893957685363079,49.83674808627085,42.68836046309746,4.235526234984602,22.514758973090917,0.0,90.88,139.34128827750362,0.0,0.0,4.681802935145185,0.0,0.0,0.0,0.0,0.0,15.066638850195456,40.499835980699714,217.17085497641563,0.0,7.533736496913578,2.667002865529455,-5.731745853251537,-5.853501402004133,-4.793004210514061,-12.073441351517657,-18.75323485490465,0.0,0.3809523809523809,28,3,7,0,1,1,1,2,3,7,2,7,8,0,1,1,4,2.3812000000000006,108.65010000000002,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,5,1,0,28,34,0,0,15,8,0,8,8,7,0,0,0,0,0,1,1,3,3,15,5,0,0,1,3,0,0,0,0,0,0
1,12.808738819601912,12.808738819601912,0.0486352040816329,-1.4164682539682538,0.6241498472061018,269.25599999999974,258.16799999999995,269.0688078320003,100,0,0.2932958378790474,-0.5042423134544325,0.5042423134544325,0.2932958378790474,1.2,1.95,2.7,12.601899614825152,-0.0935028199515663,0.6186703067654147,-2.259912839235474,0.7129332530949385,-2.292379631609583,2.880028156278209,-0.7642568191723139,3.097188961124479,2.243660978473621,1213.3901714795363,23.358924650593657,20.580206757355413,9.58020675735541,14.487376082791474,10.4815444980873,5.217834321659616,3.5591214145771435,3.5591214145771435,2.235934094879607,2.235934094879607,1.4038554022600107,1.4038554022600107,-2.95,5900299.830390189,4.863909706783758,4.62042904667944,2.1642764000211265,129.3153576741522,19.944580672556143,5.583020141642242,18.67111316377045,0.0,8.769579043816774,0.0,4.794537184071822,0.0,0.0,0.0,18.127256122989884,24.16967483065318,17.116029196811652,10.96606844936176,31.80721503102955,22.563810360142107,2.8623993144652684,0.0,0.0,0.0,5.309813353288376,54.0995970801808,0.0,11.49902366656781,5.309813353288376,5.687386274683562,11.49902366656781,0.0,18.987195426031203,0.0,0.0,21.52085305230802,52.75650059835971,1.4118420783282006,10.969244356107035,0.0,82.7,88.16243110689072,4.794537184071822,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,10.217616382214423,19.657460779208577,89.88297094503996,0.0,12.808738819601912,7.89611880596833,-1.3247479423868302,-3.6390439334595177,-6.12403669476385,0.0,0.0,0.0,0.0,20,3,5,0,0,0,2,1,3,4,3,5,4,0,0,0,3,3.096300000000001,73.93880000000001,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,3,1,20,16,1,0,8,8,0,4,9,5,0,0,0,0,1,2,2,0,1,14,0,0,0,1,2,0,0,0,0,2,1
0,13.592547549118612,13.592547549118612,0.006942791005291,-4.360439438952976,0.6797768611651087,339.4639999999996,318.296,339.1405332920006,124,0,0.2672403145755219,-0.3505117331167036,0.3505117331167036,0.2672403145755219,1.4583333333333333,2.333333333333333,3.125,10.40308215662928,-0.1829439805684018,-1.1439238551062879e-16,-2.7887153857054408,3.910793677318226e-16,-2.871416618967218,1.7144965771652398,-1.1078159863003398,3.3378872838490232,1.985608540508213,1733.9370068608912,34.944711088220565,32.6581373674276,12.474633948355327,20.116708279131384,16.79565400869554,7.270509803123395,4.354372771006275,4.96674520670207,2.835302201202836,3.345612564282665,1.7896725201236046,2.24895184689545,-2.11,1635515435.111966,4.536140797052233,6.789004043416639,3.228034989392006,174.50824606346782,15.596629976806003,7.105770073176662,2.8236841566564013,0.0,5.907179729351506,0.0,4.794537184071822,0.0,11.336785877934735,0.0,12.08483741532659,71.59991478237279,32.47812873426942,9.59530989319154,33.70371743012038,28.1468905393673,0.0,15.596629976806003,5.893957685363079,12.74584980265876,19.49057905294784,46.61825035250013,0.0,11.126902983393991,10.619626706576751,0.0,0.0,11.336785877934735,30.374762052528595,0.0,5.893957685363079,47.90796899264304,40.92432235765167,4.235526234984602,22.02982791547505,0.0,56.92,123.30527124487313,4.794537184071822,0.0,4.977003270229252,11.336785877934735,0.0,0.0,0.0,0.0,0.0,28.90918024604856,172.43645478413413,0.5087045771902317,13.585604758113323,-3.221016602527955,-3.05200586335526,-6.427967206232727,-4.295602356254706,-8.344672724821049,-12.18949936624603,0.0,0.3157894736842105,24,3,4,0,1,1,1,2,3,3,3,5,4,0,1,1,4,3.6258000000000017,99.53860000000005,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,1,0,1,2,1,0,24,26,1,0,14,7,0,4,5,4,0,0,0,0,1,0,2,1,1,14,5,0,0,2,2,0,0,0,0,2,1
0,13.990948504720803,13.990948504720803,0.0439908561114785,-4.465345603632249,0.4226269509114388,409.5329999999997,382.3170000000002,409.2154124840008,156,0,0.2529592406901803,-0.3603413388204347,0.3603413388204347,0.2529592406901803,1.064516129032258,1.7096774193548387,2.4516129032258065,10.327043743284596,-0.1829449856365073,3.1517883544477505e-17,-2.788800298736417,3.2953991471719587e-16,-2.871260932288207,1.869524369957439,-1.1078148324260844,3.408166061219083,1.778774268366513,2388.609956598444,44.85640646055103,42.24988907696374,15.249889076963736,26.09764664667475,21.887405718231683,8.545764931731807,5.811383154283389,5.811383154283389,3.9039362089496352,3.9039362089496352,2.491450074329168,2.491450074329168,-3.3699999999999983,670058303238.0547,5.700112529338017,8.78242814308742,4.253198525618424,220.35480000012728,15.596629976806003,1.4118420783282006,2.8236841566564013,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,66.46660578429623,59.929751531105,38.6510239450842,23.383312721909853,41.92826876714172,16.810104661432565,0.0,15.596629976806003,5.893957685363079,12.74584980265876,19.49057905294784,84.24537119447132,0.0,22.253805966787983,10.619626706576751,0.0,0.0,0.0,30.374762052528595,0.0,5.893957685363079,56.00204382651291,78.68191970277431,4.235526234984602,33.15673089886904,0.0,56.92,172.0592950702383,4.794537184071822,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,0.0,37.13373158306989,225.9920150788541,0.0,13.946957648609327,-2.777942016993097,-5.6184655606811535,-6.626527661834301,-12.050845507253811,-9.89194508650166,-12.473246894199397,0.0,0.2222222222222222,31,3,4,0,1,1,3,1,4,2,3,4,5,0,1,1,5,5.231300000000004,127.0976,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,2,1,0,31,33,1,0,17,11,0,5,5,4,0,0,0,0,1,0,2,1,0,22,5,0,0,1,4,0,0,0,0,2,1
1,15.496300220536224,15.496300220536224,0.7218178296816751,-6.378812264046319,0.03734604993267,618.7880000000022,568.3880000000003,618.4077980800015,246,0,0.2427266227055703,-0.3701604379834824,0.3701604379834824,0.2427266227055703,0.7954545454545454,1.3636363636363635,1.9545454545454544,4.89312223978752e-16,-0.1897320601438985,-1.1877268654350866e-16,-2.6920224110754734,-1.0288852294149524e-16,-2.870343587159041,-5.187250207375705e-17,-1.0880051799671333,0.6922104506657832,5.395948300874282,3058.9232279083485,76.11591948454486,70.99955630785495,20.99955630785494,41.17920975106142,34.470443266176645,10.367812142677366,6.247661240758773,6.247661240758773,3.3637245110468927,3.3637245110468927,1.87184734195932,1.87184734195932,-4.44,1.2829712652469294e+24,7.33334578598841,21.280119472039736,16.263480136275923,329.1611721944744,55.14765164507324,23.701045718361733,30.27305615575426,23.628718917406022,0.0,0.0,29.982765446434417,0.0,0.0,0.0,24.16967483065318,75.1040215626609,45.8919247167172,18.70975190686136,88.41449642148402,35.54782805489369,10.804616710147132,26.54906676644188,28.598584878631364,81.90686120132929,19.49057905294784,35.29657781404717,0.0,0.0,55.14765164507324,0.0,0.0,0.0,73.09208451289047,32.04793332193261,10.804616710147132,107.34533454764616,24.16967483065318,24.0013153315794,0.0,0.0,306.23,227.3894977682913,12.330591480484085,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,10.804616710147132,66.49483057285626,412.44029121507936,0.0,59.44477357108185,-3.819224629721433,-10.30633877601141,-18.720732640554893,-26.56016387360724,-49.92918794140471,-18.54941692486164,0.0,0.5714285714285714,44,17,16,0,0,0,1,0,1,8,12,16,24,0,0,0,1,-2.326859999999998,168.84789999999984,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,12,0,4,0,44,82,6,0,3,3,0,24,20,16,0,0,0,0,4,2,16,16,0,6,0,0,0,0,1,0,0,0,0,0,0
1,12.536471696840463,12.536471696840463,0.5634430731003457,-4.394710329729877,0.4247052757181298,454.5299999999998,428.3220000000003,454.2004906920007,172,0,0.2481958528863448,-0.4762629031083584,0.4762629031083584,0.2481958528863448,1.1470588235294117,1.8529411764705883,2.5588235294117645,11.18938355352218,-0.1829273455840327,1.8364500675070234e-16,-2.7754112754626328,0.0665652685482608,-2.851688304423586,1.9881626735388067,-1.1086507045547631,3.3886801495492938,1.913592463108296,2401.259612469354,46.10748331610759,42.51359925339142,16.51359925339142,27.1095793333973,21.927509096909382,9.085868310409513,6.11364948064669,6.11364948064669,3.992002628639008,3.992002628639008,2.4936018722463302,2.4936018722463302,-3.969999999999999,1660450274297.2217,7.02283907937752,9.887080224644455,4.842701286048108,234.25329772215545,20.183544219868043,9.847287185517102,2.8236841566564013,11.787168065786876,0.0,0.0,4.794537184071822,9.967957041894415,0.0,0.0,36.25451224597977,55.3242344713406,34.590632972319966,47.35334039230367,49.711524101824914,5.907179729351506,0.0,15.277770395182792,11.613674661089352,12.74584980265876,19.55270461154818,78.59654434116291,0.0,39.52165029292028,15.766393282814697,0.0,5.879988336435371,0.0,35.4278413827941,0.0,5.893957685363079,54.63128527034269,77.45024378651925,4.235526234984602,33.6416619564849,0.0,103.27,173.2474167920194,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894415,44.91698691775308,226.35163090927168,0.0,20.186877531235744,-0.7760058207055129,-7.41640362505248,-7.600385033204038,-10.186015073757682,-11.719080134198425,-12.34061875358929,0.0,0.2222222222222222,34,3,7,0,1,1,2,2,4,6,2,7,7,0,1,1,5,4.547900000000004,130.21259999999995,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,3,2,1,34,34,1,0,18,11,0,7,10,7,0,0,0,0,1,1,2,1,3,21,5,0,0,1,4,0,0,0,0,0,0
1,14.351955144031225,14.351955144031225,0.1241069266289354,-6.512037640239747,0.528507233179311,447.5379999999998,426.3700000000002,447.0922627720006,158,0,0.2932948870746814,-0.5042239828089694,0.5042239828089694,0.2932948870746814,1.4,2.1666666666666665,2.9,11.32579779340071,-0.2436896752237365,3.3010724932452883e-16,-2.734072104765009,0.0518111420447447,-2.800840329929635,2.010168931270537,-1.0907403301829564,3.4510469577039444,2.1127909312439592,2012.0474297715336,39.5660314317802,35.19937881974692,15.832371981602368,22.881222932908823,17.846003353487536,9.838853086788218,5.30835312045036,8.009403269606551,3.3851742754562664,5.724467556495696,2.107866148037078,3.965510947357473,-2.6899999999999995,22485471179.42752,7.180577385841187,7.858788055820341,3.852534710752594,207.13517575858037,15.5274297355028,6.017892468349645,18.042424224735345,15.930470882759089,2.8623993144652684,0.0,4.794537184071822,13.401775505276143,4.305215991296234,0.0,35.3579996862877,31.68257933528103,33.66004121751495,24.707414002794675,49.515446640007376,42.61543587461852,2.8623993144652684,9.289194512243444,0.0,36.88404276515124,11.80667303760432,41.81796373767676,0.0,11.49902366656781,5.309813353288376,5.131558479839333,11.49902366656781,11.336785877934735,49.20893907526917,14.817828337479405,6.851892117295679,49.355880206749134,41.14999572149754,1.4118420783282006,10.216620634085364,0.0,119.83,137.59156919498017,13.212334168400758,0.0,11.336785877934735,0.0,0.0,0.0,0.0,0.0,15.201594903161634,28.947895403857427,197.44269195425056,0.1241069266289354,15.931477267153932,6.812070653253375,-1.939627641785675,-4.181200972606129,-12.888265231793303,-13.23967884091993,-7.966203140608648,-6.512037640239747,0.3,30,3,8,0,1,1,2,1,3,7,3,10,7,0,1,1,4,3.197820000000002,114.28910000000002,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,0,0,0,0,2,0,1,2,5,0,30,29,3,0,14,8,0,7,13,8,0,0,0,0,3,2,2,2,2,14,5,0,0,1,3,0,0,0,0,2,1
0,13.908190742921146,13.908190742921146,0.1871705204549787,-4.506045725819831,0.5940608465132164,418.5409999999996,388.30100000000016,418.2368762000008,162,0,0.2672403153732942,-0.3777778199765328,0.3777778199765328,0.2672403153732942,1.2258064516129032,1.967741935483871,2.7419354838709675,10.074527957344875,-0.1829484450860223,-1.0678390601271539e-16,-2.7887153983232973,-4.381332393534922e-18,-2.871416629573711,0.1106571273121298,-1.1078165914923388,3.381057169695844,1.7653812951024357,2307.761732713728,47.67676189578944,45.10535096292756,15.10535096292756,26.995352351102795,23.21647440194548,8.374833615445604,5.636996563131199,5.636996563131199,3.707513179571361,3.707513179571361,2.345737511455438,2.345737511455438,-2.83,1358562279394.5576,5.380273945968249,9.12004334840329,4.600225367472588,224.8399334983341,25.23340266145653,7.105770073176662,2.8236841566564013,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,18.127256122989884,72.9725233783642,51.1592343775849,35.0501073845561,50.77740738945244,22.49749093611612,0.0,15.596629976806003,5.893957685363079,12.74584980265876,50.50217863826278,54.033277656154816,0.0,11.126902983393991,15.519536437427227,5.687386274683562,0.0,0.0,56.486451906993054,4.736862953800049,5.893957685363079,60.24479599817504,48.33934966130636,4.235526234984602,22.02982791547505,0.0,69.39000000000001,162.51937467767587,4.794537184071822,0.0,9.87691300107973,0.0,0.0,0.0,0.0,0.0,4.736862953800049,41.24600725158055,255.01216352176303,0.0,13.371744924536983,-2.8568638265131634,-6.057007416266544,-6.753162446586167,-10.557726068585191,-8.602171721557848,-27.55697696679112,0.0,0.4,31,3,6,0,2,2,2,1,3,4,3,6,5,0,2,2,5,3.400900000000002,124.69360000000005,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,3,1,1,31,36,1,0,20,8,0,5,8,6,0,0,0,0,1,0,2,1,1,17,9,0,0,1,4,0,0,0,0,2,1
1,14.299344954822049,14.299344954822049,0.1493610904628703,-6.289282472586266,0.2977202542148221,483.5709999999999,462.40300000000025,483.0922627720006,170,0,0.2932948870746814,-0.5042239828089694,0.5042239828089694,0.2932948870746814,1.2424242424242424,1.9696969696969695,2.6666666666666665,11.978412171295917,-0.243651416880977,0.3475812720564461,-2.510107538484996,0.4397294295030678,-2.737155814860928,2.510072590566119,-0.945777708516883,3.544608758849676,2.1097486930646223,2250.0378918420174,41.53013304691796,36.69937881974692,17.332371981602368,24.595324548046584,18.56961015123752,10.61524628903824,5.743459229782852,8.261935193103989,3.4957447855387653,5.503392682243155,2.1321860833901822,3.732721097625528,-3.469999999999999,130944409863.33272,8.388271979910806,9.181076620709865,5.303986883947397,223.95135992062689,15.5274297355028,7.429734546677846,18.042424224735345,15.930470882759089,2.8623993144652684,0.0,4.794537184071822,13.401775505276143,4.715119613734132,0.0,59.1971683232748,30.873105925648645,18.938630196177687,31.561206783645773,49.55653016216535,42.61543587461852,2.8623993144652684,9.69909813468134,0.0,24.13819296249248,5.309813353288376,77.59350876769025,0.0,11.49902366656781,10.024932967022508,5.131558479839333,11.49902366656781,11.336785877934735,38.40686339965698,21.190753238808785,6.851892117295679,34.42979843828773,71.36208925981401,2.8236841566564013,10.216620634085364,0.0,128.62,154.53430836045683,13.212334168400758,0.0,11.336785877934735,0.0,0.0,0.0,0.0,0.0,15.201594903161634,28.98897892601541,197.08574952709216,0.1493610904628703,16.216875346132234,6.948969230468373,-3.4809099378345074,-4.095832507404998,-19.031805693559377,-4.306967894627756,-3.3628233548093887,-6.289282472586266,0.1304347826086956,33,4,8,0,0,0,3,1,4,7,4,10,10,0,0,0,4,3.544220000000002,127.01380000000002,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23,0,0,0,0,2,0,2,1,5,0,33,32,3,0,11,11,0,10,13,8,0,0,0,0,3,2,3,4,2,19,0,0,0,1,3,0,0,0,0,2,1
1,8.859128745639492,8.859128745639492,0.5923842786924007,-4.400226224276741,0.4175328385436334,455.5619999999997,426.33000000000027,455.2321251680008,174,0,0.2324614961378845,-0.4751954707194645,0.4751954707194645,0.2324614961378845,1.0588235294117647,1.7941176470588236,2.5294117647058822,10.640751957220028,-0.1816473038441732,-5.712357493478301e-17,-2.759841725001094,2.1112332371479798e-16,-2.934819703916018,1.711586291569451,-1.056090960358704,3.3906083191618483,1.873134168747517,2455.0468869892616,48.60748331610759,45.55256455842752,16.55256455842752,28.308938070515072,23.39420534492739,9.052564558427516,5.966120708363135,5.966120708363135,3.9071288276158183,3.9071288276158183,2.443871533854285,2.443871533854285,-3.519999999999999,4877990406528.006,6.573491184875221,10.60684026405123,5.172772568022706,240.0665207928185,20.183544219868043,19.22995658508979,0.0,5.879988336435371,0.0,0.0,4.899909730850478,9.967957041894415,0.0,0.0,48.33934966130636,17.169321691057284,72.12061525502929,40.79435514938736,49.02926258626375,0.0,0.0,20.17768012603327,5.719716975726273,6.496859684315945,39.04328366449601,78.59654434116291,0.0,39.52165029292028,15.766393282814697,0.0,5.879988336435371,0.0,53.911150437240906,6.496859684315945,0.0,41.20317395212273,77.45024378651925,4.235526234984602,33.6416619564849,0.0,89.44000000000001,179.58777804276036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894415,49.02926258626375,250.9967160062643,0.0,6.798983494929421,-0.7644030853782446,-7.555985154759285,-1.5559278254396869,-10.369924050536929,-3.248386636141237,-28.217739415605067,0.0,0.2592592592592592,34,3,7,0,1,1,2,2,4,7,2,7,9,0,1,1,5,3.813300000000004,133.3020999999999,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,4,1,1,34,38,0,0,18,11,0,9,9,7,0,0,0,0,0,1,1,3,3,22,4,0,0,1,4,0,0,0,0,0,0
0,9.040085801929166,9.040085801929166,0.220150323929184,-4.017892551834208,0.2969258159379759,405.54099999999966,378.32500000000016,405.2092644840007,154,0,0.1050064806555459,-0.4719650277412553,0.4719650277412553,0.1050064806555459,0.8387096774193549,1.5483870967741935,2.2580645161290325,10.440236772441637,-0.2443222032473291,-1.5996674048372848e-16,-2.63421005862039,4.3542751075644573e-16,-2.5552852515685487,1.936728687078096,-1.0945329713214258,3.490388458773048,1.886810184776448,2473.2767521085448,44.6408635109272,42.35546188596382,15.35546188596382,26.170126291746183,22.0790686837138,8.5790686837138,6.213810009972824,6.213810009972824,4.037778973664839,4.037778973664839,2.556710056635856,2.556710056635856,-3.5199999999999987,608532757342.0216,5.634273983318392,7.625975532463808,3.937920747853245,221.25672551762463,8.984250584844702,2.7415171123404405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93744472085669,57.40192275853494,41.47295832444076,34.410566168405005,41.4276319536493,10.902924932081056,0.0,4.567099647791355,0.0,32.467526505599764,0.0,108.3296706635131,0.0,22.253805966787983,0.0,0.0,0.0,0.0,4.567099647791355,11.911850153712724,0.0,68.69306035187702,101.61991861717246,0.0,33.15673089886904,0.0,18.07,173.95392806798193,0.0,0.0,4.567099647791355,0.0,0.0,0.0,0.0,0.0,0.0,41.4276319536493,232.09944343805853,0.0,0.0,-0.8346503731007247,-10.914364156394518,0.0,-15.240460354179575,-2.864191264721722,-15.495777289661936,0.0,0.1724137931034483,31,0,2,0,0,0,3,2,5,2,0,2,4,0,0,0,5,7.914100000000007,129.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,1,0,1,31,35,0,0,14,13,0,4,3,2,0,0,0,0,0,0,0,5,1,25,0,0,0,2,3,0,0,0,0,2,1
