activity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
1,14.620681713477492,14.620681713477492,0.1517675754783158,-6.4583294454847024,0.2902992455751195,526.5960000000007,504.4200000000003,526.0980764240006,186,0,0.2932948870746814,-0.5042239828089694,0.5042239828089694,0.2932948870746814,1.2222222222222223,2.0,2.805555555555556,12.49266910774893,-0.2436936554895208,0.3194076826046691,-2.467403808207201,0.3840898753030778,-2.640571684255036,2.664478116350654,-0.9981432384102372,3.601653835027628,1.806708151411479,2539.8981793292783,44.53013304691796,39.05484070571074,18.68783386756619,26.273957343000667,19.944554689719386,11.490190827520108,6.573915881483809,9.274966030639996,4.2728263191025,6.612119600141935,2.780931160681062,4.689606996309443,-3.7399999999999993,795752975772.5304,9.28755395660562,9.0433088945502,4.454756450749704,240.99125170637356,20.837243088791176,6.017892468349645,19.45426630306354,21.837650612110597,2.8623993144652684,0.0,9.589074368143644,13.401775505276143,4.305215991296234,0.0,23.421623293261327,47.68797306224153,43.457802497153786,27.448931115135117,55.72182590240741,64.98245030758318,2.8623993144652684,9.289194512243444,0.0,30.51111786382186,17.116486390892696,48.33934966130636,0.0,11.49902366656781,10.619626706576751,10.818944754522896,11.49902366656781,11.336785877934735,55.11611880462068,19.612365521551222,0.0,44.27139593101842,53.23483313682413,2.8236841566564013,20.989069063014952,0.0,148.93,165.41685800353343,18.00687135247258,0.0,11.336785877934735,0.0,0.0,0.0,0.0,0.0,15.201594903161634,30.35973748218563,207.7539609293113,0.1517675754783158,28.408017070812903,4.198932105601245,-1.8531060525566687,-6.067051093430553,-14.979649319645134,-8.571635542086103,-7.916239561333961,-6.4583294454847024,0.2083333333333333,36,4,10,0,1,1,3,1,4,8,4,12,8,0,1,1,5,3.610900000000002,136.74479999999997,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24,0,0,0,0,2,0,2,2,6,0,36,32,4,0,16,10,0,8,16,10,0,0,0,0,4,2,4,2,2,18,4,0,0,2,3,0,0,0,0,4,2
1,13.805006351305952,13.805006351305952,0.2887760390096239,-4.043577215608467,0.6036143507787401,383.4289999999998,366.2930000000001,383.0939770240005,138,0,0.2932948870746814,-0.5042239828089694,0.5042239828089694,0.2932948870746814,1.3703703703703705,2.1481481481481484,2.925925925925926,11.748340209522112,-0.1858762956759003,0.3487747179329153,-2.4714851132585745,0.4999782754660581,-2.6431409982547227,2.652186096618072,-0.9982921051788584,3.4389985455935768,1.967246032590416,1674.2500506575002,33.64338170096983,29.882882238819192,13.699378819746917,20.086564734170317,15.303702632069127,7.856489036569169,4.850347811713677,5.82786861907958,3.170030574058257,4.034714329109757,2.015140035793612,2.800277658363611,-3.1299999999999994,1748434249.9797328,6.487083370376109,6.881312159552407,3.3085762075471137,182.5510978511412,20.42733946635328,6.017892468349645,18.042424224735345,5.907179729351506,8.769579043816774,0.0,9.589074368143644,4.9839785209472085,0.0,0.0,29.46404200092462,24.83068721798535,32.369699928360845,21.18268908344712,40.40915261506937,38.49932445056244,2.8623993144652684,9.883888251797686,0.0,18.763742271008404,11.80667303760432,47.86038244534006,0.0,11.49902366656781,5.309813353288376,5.131558479839333,11.49902366656781,11.336785877934735,47.293015559845976,4.794537184071822,0.0,42.29445826481068,42.29693095364306,1.4118420783282006,10.216620634085364,0.0,102.76,111.98253645424134,9.589074368143644,0.0,21.346519147692213,0.0,0.0,0.0,0.0,0.0,15.201594903161634,23.464861179176545,136.63876649440147,0.2887760390096239,30.808933614661388,7.323893900973262,-1.7850504811220484,-5.621589770917006,-11.031902449695716,-7.877532423501492,-3.910961590476157,0.0,0.2105263157894736,27,3,7,0,1,1,2,1,3,6,3,8,5,0,1,1,4,2.950800000000001,102.0798,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,1,0,1,2,4,0,27,24,2,0,13,8,0,5,11,7,0,0,0,0,2,2,3,0,2,14,4,0,0,2,2,0,0,0,0,2,1
0,9.152402502508249,9.152402502508249,0.6014513484025774,-4.465296840797158,0.3774695939344767,470.57299999999975,440.3330000000003,470.2317908200008,180,0,0.2324241484158953,-0.4960879500226605,0.4960879500226605,0.2324241484158953,1.2285714285714286,2.085714285714286,2.857142857142857,10.638923071494329,-0.2434459576025353,4.2309536453590105e-17,-2.7754111540158246,1.8632973008201127e-16,-2.851688295096142,1.4946580741871884,-1.1086515714690028,3.412224844366864,1.987712678543116,2551.0875958765464,50.23723982810451,47.01359925339142,17.013599253391423,29.127364078598145,24.131633242141312,9.289992455641444,6.226486532961094,6.226486532961094,4.145095737562956,4.145095737562956,2.6466949811702785,2.6466949811702785,-3.6799999999999993,10511354019402.912,6.748197663844564,10.715464283435583,5.209787143021679,247.19014496668643,24.92040717366809,18.42048317545741,0.0,5.879988336435371,0.0,0.0,0.0,9.967957041894415,0.0,0.0,30.212093538316477,55.3242344713406,43.82900976897637,57.13280996352671,55.13688409623402,0.0,0.0,15.277770395182792,11.613674661089352,19.242709486974704,26.590657070430765,72.55412563349961,0.0,45.27116212620418,20.503256236614742,0.0,11.629500169719275,0.0,36.55861411232519,6.496859684315945,5.893957685363079,55.319782310951744,71.40782507885595,4.235526234984602,33.6416619564849,0.0,95.43,180.58214233148703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894415,55.13688409623402,264.7221727028036,0.0,7.632932525627329,-0.8053579485964453,-8.485429170336317,-7.406564470300615,-10.16031310465108,-12.168442776583548,-15.904273781180676,-3.591390643449003,0.2857142857142857,35,3,7,0,1,1,2,2,4,7,2,7,10,0,1,1,5,4.916300000000004,136.13809999999992,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,3,2,1,35,40,0,0,18,11,0,10,10,7,0,0,0,0,0,2,1,3,3,21,5,0,0,1,4,0,0,0,0,0,0
1,8.869587692581156,8.869587692581156,0.581522093443541,-4.485049089649057,0.4647278077303182,418.5449999999996,388.3050000000002,418.24810958000086,162,0,0.2573493562104226,-0.4747487993694489,0.4747487993694489,0.2573493562104226,1.032258064516129,1.6129032258064515,2.161290322580645,10.048384038767484,-0.1829305768065948,-3.423473466151439e-17,-2.7753641138554843,7.203669133876423e-17,-2.851739451456604,0.5932099017554254,-1.1086305263836111,3.1147585213350624,2.2794647638319616,2178.020843837752,47.66832572735216,45.09152986346361,15.091529863463611,27.203766354992528,22.80120463871338,8.170709470213675,5.437720895015278,5.437720895015278,3.517232319816881,3.517232319816881,2.179154645219304,2.179154645219304,-2.999999999999999,1227877059739.788,5.485622144584789,9.871281773931855,5.016349583828776,225.13718419001745,27.205827234267247,12.753138386489464,8.64154693449143,0.0,5.879988336435371,0.0,0.0,9.967957041894415,0.0,0.0,48.33934966130636,42.76042984004771,41.94048358223876,25.960498799466947,46.14720429401253,5.817862777835028,0.0,15.277770395182792,17.333391636815627,25.739569171290647,25.27242158727445,59.46625264470035,0.0,28.394747309526284,27.205827234267247,5.817862777835028,5.879988336435371,0.0,29.52066165344259,12.99371936863189,5.893957685363079,55.40019957796786,48.33934966130636,9.882894548297404,22.514758973090917,0.0,125.1,167.33405848073085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894415,46.14720429401253,252.6536443600564,0.0,7.650673815822624,-0.8135890466020803,-9.07971835515178,-7.636216275187185,-10.67263840955868,-8.5925950204505,-19.342894402262147,0.0,0.3333333333333333,31,7,7,0,1,1,2,1,3,7,4,7,10,0,1,1,4,2.6886,124.1879,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,3,1,0,31,40,0,0,15,9,0,10,8,7,0,0,0,0,0,1,3,3,2,17,5,0,0,0,4,0,0,0,0,0,0
1,13.872401171449344,13.872401171449344,0.7599322217029014,-4.252129517600073,0.6849672876632813,376.4999999999996,348.2760000000001,376.2150781360007,146,0,0.2548933392291927,-0.4634644493307061,0.4634644493307061,0.2548933392291927,1.2857142857142858,2.0,2.7142857142857144,2.7135796197915868e-15,-0.244322203247326,-8.837814109684835e-17,-2.763462454001865,-9.582194234719115e-17,-2.891550626042945,4.769972033468157e-16,-1.094535702735146,3.384979967954421,2.0870128797168435,2049.823972785945,44.0220613574102,41.71092377192764,13.710923771927645,24.73871674705953,21.401226817695623,7.506799626695711,5.38422124812228,5.38422124812228,3.420872603351033,3.420872603351033,2.129657989829056,2.129657989829056,-2.5899999999999994,119191974207.25851,4.758039295329378,7.437621303384542,3.8292068438583584,205.32461484824503,15.0367776436301,14.604835410981403,1.4118420783282006,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,50.76776989020351,59.929751531105,34.707012137708176,16.529519941058755,47.675094738207314,16.876424085458545,0.0,10.619626706576751,0.0,44.73440909229222,12.99371936863189,59.6630485718778,0.0,11.126902983393991,10.619626706576751,0.0,0.0,0.0,24.91879156633304,5.41499046939678,0.0,84.86268878243729,52.95329652553716,2.8236841566564013,22.09614733950103,0.0,54.27,156.01413080823122,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.880557554135486,235.50042075324444,0.0,13.872401171449344,-2.694946905214713,-10.223349379244128,-2.133778004361935,-13.910755253335555,-9.677508984758449,-19.982483397779003,0.0,0.375,28,2,4,0,1,1,2,1,3,3,2,4,3,0,1,1,4,4.879100000000004,113.70790000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,1,1,28,36,1,0,14,8,0,3,6,4,0,0,0,0,1,0,2,4,1,15,5,0,0,1,3,0,0,0,0,2,1
1,13.577547549118613,13.577547549118613,0.0375550359032503,-4.370856105619644,0.5941049000939825,323.39999999999964,302.232,323.17461029200064,124,0,0.2672403145755793,-0.3505117242513852,0.3505117242513852,0.2672403145755793,1.5,2.375,3.1666666666666665,10.406120446690249,-0.182943971864063,-4.144329454513611e-17,-2.788715383878705,1.4175398974504313e-17,-2.8714166192100965,1.428947126485444,-1.1078159971067254,3.3378872838490232,1.985608540508213,1732.7342266180844,34.944711088220565,32.64431626796365,11.644316267963656,20.116708279131384,16.731832909231596,6.442978527231764,4.3467933509083565,4.3467933509083565,2.8287538174128994,2.8287538174128994,1.78433625561267,1.78433625561267,-2.6,1635515435.111966,4.320782472006054,6.488088155759869,3.050713436385255,169.3232013956602,15.596629976806003,7.105770073176662,4.235526234984602,0.0,5.907179729351506,0.0,9.886243741654903,0.0,5.098681808301038,0.0,12.08483741532659,49.28181576367731,44.21447543678121,14.39744654783608,33.744800952278354,16.81010466143256,0.0,25.787018342690125,5.893957685363079,12.74584980265876,19.49057905294784,42.20939324713116,0.0,11.126902983393991,10.619626706576751,0.0,0.0,0.0,40.56515041841271,0.0,5.893957685363079,46.53721043647281,36.5154652522827,5.6473683133128025,22.02982791547505,0.0,85.6,118.89641413950416,4.794537184071822,0.0,10.068709827812334,0.0,0.0,0.0,0.0,0.0,5.098681808301038,28.950263768206536,171.70192950399692,0.0,13.539992513215363,1.1347824313284205,-3.3775266966885926,-6.456902391417914,-3.9015418502071935,-9.923531327317123,-12.217202182909888,0.0,0.3333333333333333,24,4,6,0,1,1,1,2,3,3,4,6,4,0,1,1,4,2.2874,93.80730000000004,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,4,1,0,24,26,1,0,14,7,0,4,7,6,0,0,0,0,1,0,2,1,1,14,5,0,0,2,2,0,0,0,0,2,1
1,8.972889086030545,8.972889086030545,0.3340518714798599,-4.485137189403115,0.5686231089901379,443.5949999999996,410.3310000000002,443.268510676001,172,0,0.232424131084717,-0.4762629031082927,0.4762629031082927,0.232424131084717,1.121212121212121,1.818181818181818,2.5454545454545454,2.5269234336473878e-15,-0.1886187626745709,-1.314790333023336e-16,-2.7754113773507343,-5.193748665783559e-17,-2.85168831337639,1.2849218161922752e-15,-1.1086512766433605,3.235052291502852,1.9453079024293287,2411.401104345984,51.59097545816254,49.14431626796365,16.144316267963653,29.221715547423653,25.23595705446353,8.894316267963653,5.8967378893902245,5.8967378893902245,3.868105767733063,3.868105767733063,2.438095617771133,2.438095617771133,-2.959999999999999,10897307932246.594,5.636702855417774,10.318534117728724,5.177347792857446,242.28891662740605,20.66630301366517,9.929454229833064,0.0,5.879988336435371,0.0,0.0,0.0,9.967957041894415,0.0,0.0,36.25451224597977,62.02766556633606,62.34928087825963,33.50415256645193,50.09514587389128,5.687386274683562,0.0,15.277770395182792,11.613674661089352,31.988559289633464,37.44633371103055,60.07569636381811,0.0,28.394747309526284,20.66630301366517,5.687386274683562,5.879988336435371,0.0,42.51438102207448,6.496859684315945,5.893957685363079,72.17790778212117,54.51224487212112,4.235526234984602,22.514758973090917,0.0,76.3,175.61630123221929,0.0,0.0,4.899909730850478,0.0,0.0,0.0,0.0,0.0,9.967957041894415,50.09514587389128,281.6170790046403,0.0,7.203284610155187,-0.8202198972675103,-8.272411249079724,-6.162727717962259,-11.322639604934226,-17.72925693092138,-23.59644154796366,0.0,0.4074074074074074,33,3,6,0,2,2,2,1,3,6,2,6,8,0,2,2,5,4.247900000000004,133.33109999999994,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,4,1,0,33,41,0,0,20,9,0,8,7,6,0,0,0,0,0,1,1,2,2,18,9,0,0,1,4,0,0,0,0,0,0
0,12.151083185001012,12.151083185001012,0.837029585763998,-4.505398536781213,0.4439550219029619,489.5719999999998,458.3240000000004,489.2263710920009,188,0,0.3024607200704554,-0.4762629031083714,0.4762629031083714,0.3024607200704554,1.0277777777777777,1.5833333333333333,2.138888888888889,10.727566026927676,-0.2459365594368875,-5.459049309411616e-17,-2.7754113933626607,4.3338467949084657e-17,-2.8516883151155707,0.6586567812207643,-1.1086521132228333,3.146827527697307,2.193794416136601,2469.269764213458,52.50518902053564,48.38288223881919,17.382882238819192,29.661985576204597,24.67184754385528,9.224633948355327,5.985473945984702,5.985473945984702,3.639563599405335,3.639563599405335,2.2663513213215114,2.2663513213215114,-3.78,11724441737552.123,7.161648154687144,12.262172085256276,7.114975039490427,254.1840459224048,19.520402214688524,20.22374055900924,0.0,5.879988336435371,0.0,11.9386105759037,9.589074368143644,9.967957041894415,0.0,0.0,48.33934966130636,42.76042984004771,45.39206556053868,38.98718679113282,66.33426199297865,11.9386105759037,0.0,15.277770395182792,5.893957685363079,39.56760452308269,19.55270461154818,65.6391478555151,0.0,28.394747309526284,10.046676307088426,0.0,5.879988336435371,0.0,41.4592722293463,32.18077076157632,5.893957685363079,78.69929370575073,54.51224487212112,1.4118420783282006,22.514758973090917,0.0,99.64,176.29658591422748,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.441682949494517,47.27146171723488,267.56275178231647,0.0,31.69765696259952,-0.837029585763998,-8.132339988466901,-10.652680829448634,-11.918873258107189,-10.23845129694942,-27.48103378617992,0.0,0.3571428571428571,36,1,8,0,1,1,2,1,3,8,1,8,11,0,1,1,4,4.315200000000004,134.93269999999993,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,5,0,36,44,2,0,15,9,0,11,13,8,0,0,0,0,2,3,2,5,2,17,5,0,0,0,4,0,0,0,0,0,0
1,13.892635187365592,13.892635187365592,0.1782947808100083,-4.498260258691804,0.6004411791225288,402.5419999999996,372.3020000000001,402.24196158000086,156,0,0.2672403153732942,-0.371534826899151,0.371534826899151,0.2672403153732942,1.2,1.9333333333333331,2.7,1.781117058594023e-15,-0.1886187626745705,-1.5195176341159626e-16,-2.7887153978534087,-7.70944040619952e-17,-2.871416629533371,4.3617415297246205e-16,-1.107816495709229,3.417404389523285,1.76031020568879,2284.8129269251917,46.969655114602894,44.6971026724637,14.697102672463696,26.53824556991625,23.058226111481616,8.216585324981743,5.580810345283302,5.580810345283302,3.688467412912857,3.688467412912857,2.35099645223764,2.35099645223764,-2.79,934217612963.8204,4.989049635114075,8.522591694315768,4.075915484146296,219.72638826882724,20.49653970765648,7.105770073176662,2.8236841566564013,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,18.127256122989884,85.71837318102297,62.12530282694669,10.96606844936176,46.04054443565239,22.49749093611612,0.0,15.596629976806003,5.893957685363079,25.49169960531752,37.384208152430205,54.033277656154816,0.0,11.126902983393991,15.519536437427227,5.687386274683562,0.0,0.0,43.36848142116048,0.0,5.893957685363079,72.99064580083378,48.33934966130636,4.235526234984602,22.02982791547505,0.0,60.16,162.14725399450205,4.794537184071822,0.0,9.87691300107973,0.0,0.0,0.0,0.0,0.0,0.0,41.24600725158055,250.73698532218623,0.0,13.458815108626402,-2.831295644694981,-5.908814897029687,-6.7360232379615415,-10.316494621460889,-15.95704833786887,-19.946123691796657,0.0,0.4,30,3,5,0,2,2,2,1,3,3,3,5,5,0,2,2,5,4.164500000000003,123.10860000000004,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,3,1,0,30,36,1,0,19,8,0,5,6,5,0,0,0,0,1,0,2,1,0,17,9,0,0,2,3,0,0,0,0,2,1
0,12.455529641892593,12.455529641892593,0.8193492096532524,-4.527428132643227,0.4269785616595845,487.6039999999997,454.34000000000026,487.2583399160009,188,0,0.2324241310212431,-0.4762629031083714,0.4762629031083714,0.2324241310212431,1.0833333333333333,1.6388888888888888,2.1944444444444446,10.232256497460456,-0.2459416427328502,-2.092514526965642e-17,-2.775411446140952,8.824381248659126e-17,-2.851688324127601,0.6006176891079029,-1.10865209970844,3.197253783657426,2.2269490458046404,2542.6125305145097,54.24567599654179,50.46081284889138,17.46081284889138,30.537099688325863,25.64420534492739,9.302564558427518,6.059829422707232,6.059829422707232,3.686482664025623,3.686482664025623,2.2946815167611696,2.2946815167611696,-3.78,29696984541760.938,6.747888586437329,12.262172085256276,7.114975039490427,257.98273409541946,20.66630301366518,7.105770073176662,2.8236841566564013,17.69434779513838,0.0,0.0,9.589074368143644,9.967957041894415,0.0,0.0,48.33934966130636,42.76042984004771,58.38578492917058,38.98718679113282,59.68422024203494,11.814359458703011,0.0,25.897397101759545,5.893957685363079,39.44335340588201,19.55270461154818,65.6391478555151,0.0,28.394747309526284,20.66630301366518,0.0,5.879988336435371,0.0,41.3350211121456,22.582793736775532,5.893957685363079,78.69929370575073,54.51224487212112,4.235526234984602,22.514758973090917,0.0,105.24,186.6677103864029,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894415,50.09514587389128,276.7015484315933,0.0,32.30107919737033,-2.503025162079121,-8.395010141907049,-10.705522523565923,-12.300775615009544,-10.304355358847488,-27.793938827554424,0.0,0.3571428571428571,36,3,8,0,1,1,2,1,3,6,3,8,11,0,1,1,4,3.4612000000000016,139.0340999999999,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,3,3,0,36,46,2,0,15,9,0,11,11,8,0,0,0,0,2,1,4,5,2,17,5,0,0,0,4,0,0,0,0,0,0
